key,project,sprint.completeDate,sprint.endDate,sprint.id,sprint.name,sprint.startDate,sprint.state
DNN-5121,dnn,2014-04-08T09:40:06.243-07:00,2014-04-07T22:00:00.000-07:00,88,7.3.0 Sprint 3,2014-03-25T12:00:00.000-07:00,CLOSED
DNN-5121,dnn,2014-04-23T08:44:40.832-07:00,2014-04-22T21:00:00.000-07:00,100,7.3.0 Sprint 4,2014-04-08T10:10:00.000-07:00,CLOSED
DNN-5121,dnn,2014-05-06T09:15:38.885-07:00,2014-05-05T21:00:00.000-07:00,102,7.3.0 Sprint 5,2014-04-23T10:00:00.000-07:00,CLOSED
DNN-5121,dnn,2014-05-21T09:51:14.035-07:00,2014-05-20T18:00:00.000-07:00,103,7.3.0 Sprint 6,2014-05-06T10:00:00.000-07:00,CLOSED
DNN-5121,dnn,2014-04-08T09:40:06.243-07:00,2014-04-07T22:00:00.000-07:00,88,7.3.0 Sprint 3,2014-03-25T12:00:00.000-07:00,CLOSED
DNN-5121,dnn,2014-04-23T08:44:40.832-07:00,2014-04-22T21:00:00.000-07:00,100,7.3.0 Sprint 4,2014-04-08T10:10:00.000-07:00,CLOSED
DNN-5121,dnn,2014-05-06T09:15:38.885-07:00,2014-05-05T21:00:00.000-07:00,102,7.3.0 Sprint 5,2014-04-23T10:00:00.000-07:00,CLOSED
DNN-5121,dnn,2014-05-21T09:51:14.035-07:00,2014-05-20T18:00:00.000-07:00,103,7.3.0 Sprint 6,2014-05-06T10:00:00.000-07:00,CLOSED
DNN-5121,dnn,2014-04-08T09:40:06.243-07:00,2014-04-07T22:00:00.000-07:00,88,7.3.0 Sprint 3,2014-03-25T12:00:00.000-07:00,CLOSED
DNN-5121,dnn,2014-04-23T08:44:40.832-07:00,2014-04-22T21:00:00.000-07:00,100,7.3.0 Sprint 4,2014-04-08T10:10:00.000-07:00,CLOSED
DNN-5121,dnn,2014-05-06T09:15:38.885-07:00,2014-05-05T21:00:00.000-07:00,102,7.3.0 Sprint 5,2014-04-23T10:00:00.000-07:00,CLOSED
DNN-5121,dnn,2014-05-21T09:51:14.035-07:00,2014-05-20T18:00:00.000-07:00,103,7.3.0 Sprint 6,2014-05-06T10:00:00.000-07:00,CLOSED
DNN-5121,dnn,2014-04-08T09:40:06.243-07:00,2014-04-07T22:00:00.000-07:00,88,7.3.0 Sprint 3,2014-03-25T12:00:00.000-07:00,CLOSED
DNN-5121,dnn,2014-04-23T08:44:40.832-07:00,2014-04-22T21:00:00.000-07:00,100,7.3.0 Sprint 4,2014-04-08T10:10:00.000-07:00,CLOSED
DNN-5121,dnn,2014-05-06T09:15:38.885-07:00,2014-05-05T21:00:00.000-07:00,102,7.3.0 Sprint 5,2014-04-23T10:00:00.000-07:00,CLOSED
DNN-5121,dnn,2014-05-21T09:51:14.035-07:00,2014-05-20T18:00:00.000-07:00,103,7.3.0 Sprint 6,2014-05-06T10:00:00.000-07:00,CLOSED
DNN-5119,dnn,2014-04-08T09:40:06.243-07:00,2014-04-07T22:00:00.000-07:00,88,7.3.0 Sprint 3,2014-03-25T12:00:00.000-07:00,CLOSED
DNN-5119,dnn,2014-04-23T08:44:40.832-07:00,2014-04-22T21:00:00.000-07:00,100,7.3.0 Sprint 4,2014-04-08T10:10:00.000-07:00,CLOSED
DNN-5119,dnn,2014-05-06T09:15:38.885-07:00,2014-05-05T21:00:00.000-07:00,102,7.3.0 Sprint 5,2014-04-23T10:00:00.000-07:00,CLOSED
DNN-5119,dnn,2014-05-21T09:51:14.035-07:00,2014-05-20T18:00:00.000-07:00,103,7.3.0 Sprint 6,2014-05-06T10:00:00.000-07:00,CLOSED
DNN-5119,dnn,2014-04-08T09:40:06.243-07:00,2014-04-07T22:00:00.000-07:00,88,7.3.0 Sprint 3,2014-03-25T12:00:00.000-07:00,CLOSED
DNN-5119,dnn,2014-04-23T08:44:40.832-07:00,2014-04-22T21:00:00.000-07:00,100,7.3.0 Sprint 4,2014-04-08T10:10:00.000-07:00,CLOSED
DNN-5119,dnn,2014-05-06T09:15:38.885-07:00,2014-05-05T21:00:00.000-07:00,102,7.3.0 Sprint 5,2014-04-23T10:00:00.000-07:00,CLOSED
DNN-5119,dnn,2014-05-21T09:51:14.035-07:00,2014-05-20T18:00:00.000-07:00,103,7.3.0 Sprint 6,2014-05-06T10:00:00.000-07:00,CLOSED
DNN-5119,dnn,2014-04-08T09:40:06.243-07:00,2014-04-07T22:00:00.000-07:00,88,7.3.0 Sprint 3,2014-03-25T12:00:00.000-07:00,CLOSED
DNN-5119,dnn,2014-04-23T08:44:40.832-07:00,2014-04-22T21:00:00.000-07:00,100,7.3.0 Sprint 4,2014-04-08T10:10:00.000-07:00,CLOSED
DNN-5119,dnn,2014-05-06T09:15:38.885-07:00,2014-05-05T21:00:00.000-07:00,102,7.3.0 Sprint 5,2014-04-23T10:00:00.000-07:00,CLOSED
DNN-5119,dnn,2014-05-21T09:51:14.035-07:00,2014-05-20T18:00:00.000-07:00,103,7.3.0 Sprint 6,2014-05-06T10:00:00.000-07:00,CLOSED
DNN-5119,dnn,2014-04-08T09:40:06.243-07:00,2014-04-07T22:00:00.000-07:00,88,7.3.0 Sprint 3,2014-03-25T12:00:00.000-07:00,CLOSED
DNN-5119,dnn,2014-04-23T08:44:40.832-07:00,2014-04-22T21:00:00.000-07:00,100,7.3.0 Sprint 4,2014-04-08T10:10:00.000-07:00,CLOSED
DNN-5119,dnn,2014-05-06T09:15:38.885-07:00,2014-05-05T21:00:00.000-07:00,102,7.3.0 Sprint 5,2014-04-23T10:00:00.000-07:00,CLOSED
DNN-5119,dnn,2014-05-21T09:51:14.035-07:00,2014-05-20T18:00:00.000-07:00,103,7.3.0 Sprint 6,2014-05-06T10:00:00.000-07:00,CLOSED
DNN-5118,dnn,2014-04-08T09:40:06.243-07:00,2014-04-07T22:00:00.000-07:00,88,7.3.0 Sprint 3,2014-03-25T12:00:00.000-07:00,CLOSED
DNN-5118,dnn,2014-04-23T08:44:40.832-07:00,2014-04-22T21:00:00.000-07:00,100,7.3.0 Sprint 4,2014-04-08T10:10:00.000-07:00,CLOSED
DNN-5118,dnn,2014-05-06T09:15:38.885-07:00,2014-05-05T21:00:00.000-07:00,102,7.3.0 Sprint 5,2014-04-23T10:00:00.000-07:00,CLOSED
DNN-5118,dnn,2014-05-21T09:51:14.035-07:00,2014-05-20T18:00:00.000-07:00,103,7.3.0 Sprint 6,2014-05-06T10:00:00.000-07:00,CLOSED
DNN-5118,dnn,2014-04-08T09:40:06.243-07:00,2014-04-07T22:00:00.000-07:00,88,7.3.0 Sprint 3,2014-03-25T12:00:00.000-07:00,CLOSED
DNN-5118,dnn,2014-04-23T08:44:40.832-07:00,2014-04-22T21:00:00.000-07:00,100,7.3.0 Sprint 4,2014-04-08T10:10:00.000-07:00,CLOSED
DNN-5118,dnn,2014-05-06T09:15:38.885-07:00,2014-05-05T21:00:00.000-07:00,102,7.3.0 Sprint 5,2014-04-23T10:00:00.000-07:00,CLOSED
DNN-5118,dnn,2014-05-21T09:51:14.035-07:00,2014-05-20T18:00:00.000-07:00,103,7.3.0 Sprint 6,2014-05-06T10:00:00.000-07:00,CLOSED
DNN-5118,dnn,2014-04-08T09:40:06.243-07:00,2014-04-07T22:00:00.000-07:00,88,7.3.0 Sprint 3,2014-03-25T12:00:00.000-07:00,CLOSED
DNN-5118,dnn,2014-04-23T08:44:40.832-07:00,2014-04-22T21:00:00.000-07:00,100,7.3.0 Sprint 4,2014-04-08T10:10:00.000-07:00,CLOSED
DNN-5118,dnn,2014-05-06T09:15:38.885-07:00,2014-05-05T21:00:00.000-07:00,102,7.3.0 Sprint 5,2014-04-23T10:00:00.000-07:00,CLOSED
DNN-5118,dnn,2014-05-21T09:51:14.035-07:00,2014-05-20T18:00:00.000-07:00,103,7.3.0 Sprint 6,2014-05-06T10:00:00.000-07:00,CLOSED
DNN-5118,dnn,2014-04-08T09:40:06.243-07:00,2014-04-07T22:00:00.000-07:00,88,7.3.0 Sprint 3,2014-03-25T12:00:00.000-07:00,CLOSED
DNN-5118,dnn,2014-04-23T08:44:40.832-07:00,2014-04-22T21:00:00.000-07:00,100,7.3.0 Sprint 4,2014-04-08T10:10:00.000-07:00,CLOSED
DNN-5118,dnn,2014-05-06T09:15:38.885-07:00,2014-05-05T21:00:00.000-07:00,102,7.3.0 Sprint 5,2014-04-23T10:00:00.000-07:00,CLOSED
DNN-5118,dnn,2014-05-21T09:51:14.035-07:00,2014-05-20T18:00:00.000-07:00,103,7.3.0 Sprint 6,2014-05-06T10:00:00.000-07:00,CLOSED
DNN-5117,dnn,2014-04-08T09:40:06.243-07:00,2014-04-07T22:00:00.000-07:00,88,7.3.0 Sprint 3,2014-03-25T12:00:00.000-07:00,CLOSED
DNN-5117,dnn,2014-04-23T08:44:40.832-07:00,2014-04-22T21:00:00.000-07:00,100,7.3.0 Sprint 4,2014-04-08T10:10:00.000-07:00,CLOSED
DNN-5117,dnn,2014-05-06T09:15:38.885-07:00,2014-05-05T21:00:00.000-07:00,102,7.3.0 Sprint 5,2014-04-23T10:00:00.000-07:00,CLOSED
DNN-5117,dnn,2014-05-21T09:51:14.035-07:00,2014-05-20T18:00:00.000-07:00,103,7.3.0 Sprint 6,2014-05-06T10:00:00.000-07:00,CLOSED
DNN-5117,dnn,2014-04-08T09:40:06.243-07:00,2014-04-07T22:00:00.000-07:00,88,7.3.0 Sprint 3,2014-03-25T12:00:00.000-07:00,CLOSED
DNN-5117,dnn,2014-04-23T08:44:40.832-07:00,2014-04-22T21:00:00.000-07:00,100,7.3.0 Sprint 4,2014-04-08T10:10:00.000-07:00,CLOSED
DNN-5117,dnn,2014-05-06T09:15:38.885-07:00,2014-05-05T21:00:00.000-07:00,102,7.3.0 Sprint 5,2014-04-23T10:00:00.000-07:00,CLOSED
DNN-5117,dnn,2014-05-21T09:51:14.035-07:00,2014-05-20T18:00:00.000-07:00,103,7.3.0 Sprint 6,2014-05-06T10:00:00.000-07:00,CLOSED
DNN-5117,dnn,2014-04-08T09:40:06.243-07:00,2014-04-07T22:00:00.000-07:00,88,7.3.0 Sprint 3,2014-03-25T12:00:00.000-07:00,CLOSED
DNN-5117,dnn,2014-04-23T08:44:40.832-07:00,2014-04-22T21:00:00.000-07:00,100,7.3.0 Sprint 4,2014-04-08T10:10:00.000-07:00,CLOSED
DNN-5117,dnn,2014-05-06T09:15:38.885-07:00,2014-05-05T21:00:00.000-07:00,102,7.3.0 Sprint 5,2014-04-23T10:00:00.000-07:00,CLOSED
DNN-5117,dnn,2014-05-21T09:51:14.035-07:00,2014-05-20T18:00:00.000-07:00,103,7.3.0 Sprint 6,2014-05-06T10:00:00.000-07:00,CLOSED
DNN-5117,dnn,2014-04-08T09:40:06.243-07:00,2014-04-07T22:00:00.000-07:00,88,7.3.0 Sprint 3,2014-03-25T12:00:00.000-07:00,CLOSED
DNN-5117,dnn,2014-04-23T08:44:40.832-07:00,2014-04-22T21:00:00.000-07:00,100,7.3.0 Sprint 4,2014-04-08T10:10:00.000-07:00,CLOSED
DNN-5117,dnn,2014-05-06T09:15:38.885-07:00,2014-05-05T21:00:00.000-07:00,102,7.3.0 Sprint 5,2014-04-23T10:00:00.000-07:00,CLOSED
DNN-5117,dnn,2014-05-21T09:51:14.035-07:00,2014-05-20T18:00:00.000-07:00,103,7.3.0 Sprint 6,2014-05-06T10:00:00.000-07:00,CLOSED
DNN-5115,dnn,2014-04-08T09:40:06.243-07:00,2014-04-07T22:00:00.000-07:00,88,7.3.0 Sprint 3,2014-03-25T12:00:00.000-07:00,CLOSED
DNN-5113,dnn,2014-04-08T09:40:06.243-07:00,2014-04-07T22:00:00.000-07:00,88,7.3.0 Sprint 3,2014-03-25T12:00:00.000-07:00,CLOSED
DNN-5109,dnn,2014-05-21T09:51:14.035-07:00,2014-05-20T18:00:00.000-07:00,103,7.3.0 Sprint 6,2014-05-06T10:00:00.000-07:00,CLOSED
DNN-5107,dnn,2014-04-08T09:40:06.243-07:00,2014-04-07T22:00:00.000-07:00,88,7.3.0 Sprint 3,2014-03-25T12:00:00.000-07:00,CLOSED
DNN-5106,dnn,2014-04-08T09:40:06.243-07:00,2014-04-07T22:00:00.000-07:00,88,7.3.0 Sprint 3,2014-03-25T12:00:00.000-07:00,CLOSED
DNN-5105,dnn,2014-04-08T09:40:06.243-07:00,2014-04-07T22:00:00.000-07:00,88,7.3.0 Sprint 3,2014-03-25T12:00:00.000-07:00,CLOSED
DNN-5104,dnn,2015-12-29T09:56:19.463-08:00,2015-12-24T23:00:00.000-08:00,268,Platform 8.0 - Sprint 14,2015-12-11T11:58:01.714-08:00,CLOSED
DNN-5102,dnn,2014-04-23T08:44:40.832-07:00,2014-04-22T21:00:00.000-07:00,100,7.3.0 Sprint 4,2014-04-08T10:10:00.000-07:00,CLOSED
DNN-5101,dnn,2014-04-23T08:44:40.832-07:00,2014-04-22T21:00:00.000-07:00,100,7.3.0 Sprint 4,2014-04-08T10:10:00.000-07:00,CLOSED
DNN-5100,dnn,2014-04-23T08:44:40.832-07:00,2014-04-22T21:00:00.000-07:00,100,7.3.0 Sprint 4,2014-04-08T10:10:00.000-07:00,CLOSED
DNN-5099,dnn,2014-04-23T08:44:40.832-07:00,2014-04-22T21:00:00.000-07:00,100,7.3.0 Sprint 4,2014-04-08T10:10:00.000-07:00,CLOSED
DNN-5097,dnn,2014-04-08T09:40:06.243-07:00,2014-04-07T22:00:00.000-07:00,88,7.3.0 Sprint 3,2014-03-25T12:00:00.000-07:00,CLOSED
DNN-5095,dnn,2014-04-08T09:40:06.243-07:00,2014-04-07T22:00:00.000-07:00,88,7.3.0 Sprint 3,2014-03-25T12:00:00.000-07:00,CLOSED
DNN-5094,dnn,2014-04-08T09:40:06.243-07:00,2014-04-07T22:00:00.000-07:00,88,7.3.0 Sprint 3,2014-03-25T12:00:00.000-07:00,CLOSED
DNN-5091,dnn,2014-04-08T09:40:06.243-07:00,2014-04-07T22:00:00.000-07:00,88,7.3.0 Sprint 3,2014-03-25T12:00:00.000-07:00,CLOSED
DNN-5090,dnn,2014-04-08T09:40:06.243-07:00,2014-04-07T22:00:00.000-07:00,88,7.3.0 Sprint 3,2014-03-25T12:00:00.000-07:00,CLOSED
DNN-5086,dnn,2014-04-08T09:40:06.243-07:00,2014-04-07T22:00:00.000-07:00,88,7.3.0 Sprint 3,2014-03-25T12:00:00.000-07:00,CLOSED
DNN-5084,dnn,2014-05-21T09:51:14.035-07:00,2014-05-20T18:00:00.000-07:00,103,7.3.0 Sprint 6,2014-05-06T10:00:00.000-07:00,CLOSED
DNN-5083,dnn,2014-05-21T09:51:14.035-07:00,2014-05-20T18:00:00.000-07:00,103,7.3.0 Sprint 6,2014-05-06T10:00:00.000-07:00,CLOSED
DNN-5081,dnn,2014-04-08T09:40:06.243-07:00,2014-04-07T22:00:00.000-07:00,88,7.3.0 Sprint 3,2014-03-25T12:00:00.000-07:00,CLOSED
DNN-5081,dnn,2014-04-23T08:44:40.832-07:00,2014-04-22T21:00:00.000-07:00,100,7.3.0 Sprint 4,2014-04-08T10:10:00.000-07:00,CLOSED
DNN-5081,dnn,2014-05-06T09:15:38.885-07:00,2014-05-05T21:00:00.000-07:00,102,7.3.0 Sprint 5,2014-04-23T10:00:00.000-07:00,CLOSED
DNN-5081,dnn,2014-05-21T09:51:14.035-07:00,2014-05-20T18:00:00.000-07:00,103,7.3.0 Sprint 6,2014-05-06T10:00:00.000-07:00,CLOSED
DNN-5081,dnn,2014-04-08T09:40:06.243-07:00,2014-04-07T22:00:00.000-07:00,88,7.3.0 Sprint 3,2014-03-25T12:00:00.000-07:00,CLOSED
DNN-5081,dnn,2014-04-23T08:44:40.832-07:00,2014-04-22T21:00:00.000-07:00,100,7.3.0 Sprint 4,2014-04-08T10:10:00.000-07:00,CLOSED
DNN-5081,dnn,2014-05-06T09:15:38.885-07:00,2014-05-05T21:00:00.000-07:00,102,7.3.0 Sprint 5,2014-04-23T10:00:00.000-07:00,CLOSED
DNN-5081,dnn,2014-05-21T09:51:14.035-07:00,2014-05-20T18:00:00.000-07:00,103,7.3.0 Sprint 6,2014-05-06T10:00:00.000-07:00,CLOSED
DNN-5081,dnn,2014-04-08T09:40:06.243-07:00,2014-04-07T22:00:00.000-07:00,88,7.3.0 Sprint 3,2014-03-25T12:00:00.000-07:00,CLOSED
DNN-5081,dnn,2014-04-23T08:44:40.832-07:00,2014-04-22T21:00:00.000-07:00,100,7.3.0 Sprint 4,2014-04-08T10:10:00.000-07:00,CLOSED
DNN-5081,dnn,2014-05-06T09:15:38.885-07:00,2014-05-05T21:00:00.000-07:00,102,7.3.0 Sprint 5,2014-04-23T10:00:00.000-07:00,CLOSED
DNN-5081,dnn,2014-05-21T09:51:14.035-07:00,2014-05-20T18:00:00.000-07:00,103,7.3.0 Sprint 6,2014-05-06T10:00:00.000-07:00,CLOSED
DNN-5081,dnn,2014-04-08T09:40:06.243-07:00,2014-04-07T22:00:00.000-07:00,88,7.3.0 Sprint 3,2014-03-25T12:00:00.000-07:00,CLOSED
DNN-5081,dnn,2014-04-23T08:44:40.832-07:00,2014-04-22T21:00:00.000-07:00,100,7.3.0 Sprint 4,2014-04-08T10:10:00.000-07:00,CLOSED
DNN-5081,dnn,2014-05-06T09:15:38.885-07:00,2014-05-05T21:00:00.000-07:00,102,7.3.0 Sprint 5,2014-04-23T10:00:00.000-07:00,CLOSED
DNN-5081,dnn,2014-05-21T09:51:14.035-07:00,2014-05-20T18:00:00.000-07:00,103,7.3.0 Sprint 6,2014-05-06T10:00:00.000-07:00,CLOSED
DNN-5080,dnn,2014-04-08T09:40:06.243-07:00,2014-04-07T22:00:00.000-07:00,88,7.3.0 Sprint 3,2014-03-25T12:00:00.000-07:00,CLOSED
DNN-5080,dnn,2014-04-23T08:44:40.832-07:00,2014-04-22T21:00:00.000-07:00,100,7.3.0 Sprint 4,2014-04-08T10:10:00.000-07:00,CLOSED
DNN-5080,dnn,2014-05-06T09:15:38.885-07:00,2014-05-05T21:00:00.000-07:00,102,7.3.0 Sprint 5,2014-04-23T10:00:00.000-07:00,CLOSED
DNN-5080,dnn,2014-05-21T09:51:14.035-07:00,2014-05-20T18:00:00.000-07:00,103,7.3.0 Sprint 6,2014-05-06T10:00:00.000-07:00,CLOSED
DNN-5080,dnn,2014-04-08T09:40:06.243-07:00,2014-04-07T22:00:00.000-07:00,88,7.3.0 Sprint 3,2014-03-25T12:00:00.000-07:00,CLOSED
DNN-5080,dnn,2014-04-23T08:44:40.832-07:00,2014-04-22T21:00:00.000-07:00,100,7.3.0 Sprint 4,2014-04-08T10:10:00.000-07:00,CLOSED
DNN-5080,dnn,2014-05-06T09:15:38.885-07:00,2014-05-05T21:00:00.000-07:00,102,7.3.0 Sprint 5,2014-04-23T10:00:00.000-07:00,CLOSED
DNN-5080,dnn,2014-05-21T09:51:14.035-07:00,2014-05-20T18:00:00.000-07:00,103,7.3.0 Sprint 6,2014-05-06T10:00:00.000-07:00,CLOSED
DNN-5080,dnn,2014-04-08T09:40:06.243-07:00,2014-04-07T22:00:00.000-07:00,88,7.3.0 Sprint 3,2014-03-25T12:00:00.000-07:00,CLOSED
DNN-5080,dnn,2014-04-23T08:44:40.832-07:00,2014-04-22T21:00:00.000-07:00,100,7.3.0 Sprint 4,2014-04-08T10:10:00.000-07:00,CLOSED
DNN-5080,dnn,2014-05-06T09:15:38.885-07:00,2014-05-05T21:00:00.000-07:00,102,7.3.0 Sprint 5,2014-04-23T10:00:00.000-07:00,CLOSED
DNN-5080,dnn,2014-05-21T09:51:14.035-07:00,2014-05-20T18:00:00.000-07:00,103,7.3.0 Sprint 6,2014-05-06T10:00:00.000-07:00,CLOSED
DNN-5080,dnn,2014-04-08T09:40:06.243-07:00,2014-04-07T22:00:00.000-07:00,88,7.3.0 Sprint 3,2014-03-25T12:00:00.000-07:00,CLOSED
DNN-5080,dnn,2014-04-23T08:44:40.832-07:00,2014-04-22T21:00:00.000-07:00,100,7.3.0 Sprint 4,2014-04-08T10:10:00.000-07:00,CLOSED
DNN-5080,dnn,2014-05-06T09:15:38.885-07:00,2014-05-05T21:00:00.000-07:00,102,7.3.0 Sprint 5,2014-04-23T10:00:00.000-07:00,CLOSED
DNN-5080,dnn,2014-05-21T09:51:14.035-07:00,2014-05-20T18:00:00.000-07:00,103,7.3.0 Sprint 6,2014-05-06T10:00:00.000-07:00,CLOSED
DNN-5078,dnn,2014-06-04T11:17:45.749-07:00,2014-06-02T18:00:00.000-07:00,112,7.3.1 Sprint 1,2014-05-21T10:00:00.000-07:00,CLOSED
DNN-5078,dnn,2014-06-17T08:44:51.205-07:00,2014-06-16T18:00:00.000-07:00,119,7.3.1 Sprint 2,2014-06-04T10:00:01.823-07:00,CLOSED
DNN-5078,dnn,2014-06-04T11:17:45.749-07:00,2014-06-02T18:00:00.000-07:00,112,7.3.1 Sprint 1,2014-05-21T10:00:00.000-07:00,CLOSED
DNN-5078,dnn,2014-06-17T08:44:51.205-07:00,2014-06-16T18:00:00.000-07:00,119,7.3.1 Sprint 2,2014-06-04T10:00:01.823-07:00,CLOSED
DNN-5075,dnn,2014-05-21T09:51:14.035-07:00,2014-05-20T18:00:00.000-07:00,103,7.3.0 Sprint 6,2014-05-06T10:00:00.000-07:00,CLOSED
DNN-5069,dnn,2014-05-06T09:15:38.885-07:00,2014-05-05T21:00:00.000-07:00,102,7.3.0 Sprint 5,2014-04-23T10:00:00.000-07:00,CLOSED
DNN-5068,dnn,2014-04-08T09:40:06.243-07:00,2014-04-07T22:00:00.000-07:00,88,7.3.0 Sprint 3,2014-03-25T12:00:00.000-07:00,CLOSED
DNN-5067,dnn,2014-04-08T09:40:06.243-07:00,2014-04-07T22:00:00.000-07:00,88,7.3.0 Sprint 3,2014-03-25T12:00:00.000-07:00,CLOSED
DNN-5066,dnn,2014-04-08T09:40:06.243-07:00,2014-04-07T22:00:00.000-07:00,88,7.3.0 Sprint 3,2014-03-25T12:00:00.000-07:00,CLOSED
DNN-5062,dnn,2014-04-08T09:40:06.243-07:00,2014-04-07T22:00:00.000-07:00,88,7.3.0 Sprint 3,2014-03-25T12:00:00.000-07:00,CLOSED
DNN-5061,dnn,2014-04-08T09:40:06.243-07:00,2014-04-07T22:00:00.000-07:00,88,7.3.0 Sprint 3,2014-03-25T12:00:00.000-07:00,CLOSED
DNN-5059,dnn,2014-03-25T09:33:53.977-07:00,2014-03-24T21:00:00.000-07:00,87,7.3.0 Sprint 2,2014-03-12T10:00:00.000-07:00,CLOSED
DNN-5057,dnn,2014-03-25T09:33:53.977-07:00,2014-03-24T21:00:00.000-07:00,87,7.3.0 Sprint 2,2014-03-12T10:00:00.000-07:00,CLOSED
DNN-5056,dnn,2014-03-25T09:33:53.977-07:00,2014-03-24T21:00:00.000-07:00,87,7.3.0 Sprint 2,2014-03-12T10:00:00.000-07:00,CLOSED
DNN-5055,dnn,2014-12-03T11:33:14.394-08:00,2014-12-03T11:33:00.000-08:00,166,3.0 - Sprint 3,2014-11-19T11:33:00.000-08:00,CLOSED
DNN-5055,dnn,2014-12-17T13:28:15.930-08:00,2014-12-17T11:33:00.000-08:00,167,3.0 - Sprint 4,2014-12-03T11:33:52.179-08:00,CLOSED
DNN-5055,dnn,2014-12-03T11:33:14.394-08:00,2014-12-03T11:33:00.000-08:00,166,3.0 - Sprint 3,2014-11-19T11:33:00.000-08:00,CLOSED
DNN-5055,dnn,2014-12-17T13:28:15.930-08:00,2014-12-17T11:33:00.000-08:00,167,3.0 - Sprint 4,2014-12-03T11:33:52.179-08:00,CLOSED
DNN-5054,dnn,2014-03-25T09:33:53.977-07:00,2014-03-24T21:00:00.000-07:00,87,7.3.0 Sprint 2,2014-03-12T10:00:00.000-07:00,CLOSED
DNN-5052,dnn,2014-03-25T09:33:53.977-07:00,2014-03-24T21:00:00.000-07:00,87,7.3.0 Sprint 2,2014-03-12T10:00:00.000-07:00,CLOSED
DNN-5050,dnn,2014-03-25T09:33:53.977-07:00,2014-03-24T21:00:00.000-07:00,87,7.3.0 Sprint 2,2014-03-12T10:00:00.000-07:00,CLOSED
DNN-5048,dnn,2014-03-25T09:33:53.977-07:00,2014-03-24T21:00:00.000-07:00,87,7.3.0 Sprint 2,2014-03-12T10:00:00.000-07:00,CLOSED
DNN-5046,dnn,2014-03-25T09:33:53.977-07:00,2014-03-24T21:00:00.000-07:00,87,7.3.0 Sprint 2,2014-03-12T10:00:00.000-07:00,CLOSED
DNN-5044,dnn,2014-03-25T09:33:53.977-07:00,2014-03-24T21:00:00.000-07:00,87,7.3.0 Sprint 2,2014-03-12T10:00:00.000-07:00,CLOSED
DNN-5043,dnn,2014-03-25T09:33:53.977-07:00,2014-03-24T21:00:00.000-07:00,87,7.3.0 Sprint 2,2014-03-12T10:00:00.000-07:00,CLOSED
DNN-5042,dnn,2014-03-25T09:33:53.977-07:00,2014-03-24T21:00:00.000-07:00,87,7.3.0 Sprint 2,2014-03-12T10:00:00.000-07:00,CLOSED
DNN-5040,dnn,2015-10-15T20:05:33.249-07:00,2015-10-14T17:05:00.000-07:00,233,Platform 8.0 - Sprint 10 QA,2015-09-21T14:20:37.096-07:00,CLOSED
DNN-5040,dnn,2015-12-29T09:56:19.463-08:00,2015-12-24T23:00:00.000-08:00,268,Platform 8.0 - Sprint 14,2015-12-11T11:58:01.714-08:00,CLOSED
DNN-5040,dnn,2015-10-15T20:05:33.249-07:00,2015-10-14T17:05:00.000-07:00,233,Platform 8.0 - Sprint 10 QA,2015-09-21T14:20:37.096-07:00,CLOSED
DNN-5040,dnn,2015-12-29T09:56:19.463-08:00,2015-12-24T23:00:00.000-08:00,268,Platform 8.0 - Sprint 14,2015-12-11T11:58:01.714-08:00,CLOSED
DNN-5038,dnn,2014-03-25T09:33:53.977-07:00,2014-03-24T21:00:00.000-07:00,87,7.3.0 Sprint 2,2014-03-12T10:00:00.000-07:00,CLOSED
DNN-5037,dnn,2014-03-25T09:33:53.977-07:00,2014-03-24T21:00:00.000-07:00,87,7.3.0 Sprint 2,2014-03-12T10:00:00.000-07:00,CLOSED
DNN-5031,dnn,2014-03-25T09:33:53.977-07:00,2014-03-24T21:00:00.000-07:00,87,7.3.0 Sprint 2,2014-03-12T10:00:00.000-07:00,CLOSED
DNN-5024,dnn,2014-03-25T09:33:53.977-07:00,2014-03-24T21:00:00.000-07:00,87,7.3.0 Sprint 2,2014-03-12T10:00:00.000-07:00,CLOSED
DNN-5023,dnn,2014-03-25T09:33:53.977-07:00,2014-03-24T21:00:00.000-07:00,87,7.3.0 Sprint 2,2014-03-12T10:00:00.000-07:00,CLOSED
DNN-5018,dnn,2014-04-08T09:40:06.243-07:00,2014-04-07T22:00:00.000-07:00,88,7.3.0 Sprint 3,2014-03-25T12:00:00.000-07:00,CLOSED
DNN-5016,dnn,2014-05-21T09:51:14.035-07:00,2014-05-20T18:00:00.000-07:00,103,7.3.0 Sprint 6,2014-05-06T10:00:00.000-07:00,CLOSED
DNN-5015,dnn,2014-04-08T09:40:06.243-07:00,2014-04-07T22:00:00.000-07:00,88,7.3.0 Sprint 3,2014-03-25T12:00:00.000-07:00,CLOSED
DNN-5007,dnn,2014-06-04T11:17:45.749-07:00,2014-06-02T18:00:00.000-07:00,112,7.3.1 Sprint 1,2014-05-21T10:00:00.000-07:00,CLOSED
DNN-5007,dnn,2014-06-17T08:44:51.205-07:00,2014-06-16T18:00:00.000-07:00,119,7.3.1 Sprint 2,2014-06-04T10:00:01.823-07:00,CLOSED
DNN-5007,dnn,2014-06-04T11:17:45.749-07:00,2014-06-02T18:00:00.000-07:00,112,7.3.1 Sprint 1,2014-05-21T10:00:00.000-07:00,CLOSED
