key,delay_nr,fields.resolutiondate,
MULE-7280,1,2014-05-15 20:38:50+00:00,
MULE-7273,1,2014-05-21 21:10:43+00:00,
MULE-7261,1,2014-04-08 20:26:08+00:00,
MULE-7253,1,2014-02-21 18:06:13+00:00,
MULE-7239,1,2014-05-09 12:45:50+00:00,
MULE-7236,1,2014-03-27 13:35:24+00:00,
MULE-7221,1,2014-01-28 13:56:20+00:00,
MULE-7217,1,2014-01-23 20:43:23+00:00,
MULE-7206,1,2014-09-24 18:05:58+00:00,
MULE-7204,1,2014-02-25 13:26:05+00:00,
MULE-7203,1,2014-01-03 18:26:31+00:00,
MULE-7202,1,2014-01-28 14:10:54+00:00,
MULE-7196,1,2014-01-16 16:04:31+00:00,
MULE-7185,1,2014-01-03 20:24:11+00:00,
MULE-7145,1,2014-05-07 15:16:25+00:00,
MULE-7142,1,2014-01-24 17:43:35+00:00,
MULE-7137,1,2013-11-20 19:39:35+00:00,
MULE-7128,1,2013-11-26 21:45:18+00:00,
MULE-7113,1,2013-11-11 20:29:45+00:00,
MULE-7103,1,2013-12-27 15:09:12+00:00,
MULE-7097,1,2013-12-27 15:08:54+00:00,
MULE-7090,1,2014-01-28 14:34:38+00:00,
MULE-7088,1,2013-11-07 14:10:14+00:00,
MULE-7057,1,2013-12-02 21:26:27+00:00,
MULE-7052,1,2013-11-08 13:03:48+00:00,
MULE-7043,1,2013-11-13 15:53:56+00:00,
MULE-7031,1,2013-10-02 15:57:19+00:00,
MULE-7022,1,2013-09-25 15:25:44+00:00,
MULE-7005,1,2013-09-27 14:23:29+00:00,
MULE-7001,1,2013-09-10 14:58:38+00:00,
MULE-6998,1,2013-12-17 17:30:02+00:00,
MULE-6988,1,2013-10-28 14:51:43+00:00,
MULE-6980,1,2014-05-16 15:30:59+00:00,
MULE-6965,1,2013-08-14 19:01:58+00:00,
MULE-6960,1,2013-08-22 20:28:30+00:00,
MULE-6956,1,2013-07-22 14:30:16+00:00,
MULE-6954,1,2013-08-10 15:41:58+00:00,
MULE-6900,1,2013-08-22 20:26:33+00:00,
MULE-6899,1,2013-08-22 20:26:01+00:00,
MULE-6898,1,2013-08-22 20:32:17+00:00,
MULE-6896,1,2013-11-27 12:16:38+00:00,
MULE-6894,1,2013-07-10 15:33:48+00:00,
MULE-6872,1,2014-01-05 23:32:20+00:00,
MULE-6861,1,2013-07-22 14:31:12+00:00,
MULE-6845,1,2013-10-02 15:04:50+00:00,
MULE-6844,1,2013-09-24 14:02:31+00:00,
MULE-6843,1,2013-06-26 18:49:33+00:00,
MULE-6831,1,2013-08-10 15:40:45+00:00,
MULE-6829,1,2013-05-14 00:32:39+00:00,
MULE-6800,1,2013-09-27 14:25:09+00:00,
MULE-6788,1,2013-04-22 19:20:03+00:00,
MULE-6745,1,2013-04-05 16:52:39+00:00,
MULE-6659,1,2013-03-21 17:57:19+00:00,
MULE-6657,1,2015-01-22 17:05:20+00:00,
MULE-6646,1,2013-03-11 22:02:19+00:00,
MULE-6645,1,2013-03-11 22:02:19+00:00,
MULE-6642,1,2013-03-11 22:02:19+00:00,
MULE-6641,1,2013-03-11 22:02:19+00:00,
MULE-6566,1,2014-09-22 14:20:36+00:00,
MULE-6468,1,2015-08-14 18:42:01+00:00,
MULE-6355,1,2014-05-22 13:38:45+00:00,
