key,bugnr,fields.created,
TIMOB-20220,1,2016-01-11T22:03:14.000+0000,
TIMOB-20219,1,2016-01-07T20:31:03.000+0000,
TIMOB-20217,1,2016-01-09T01:36:09.000+0000,
TIMOB-20213,1,2016-01-08T01:25:00.000+0000,
TIMOB-20212,1,2016-01-07T18:46:17.000+0000,
TIMOB-20211,1,2016-01-05T08:20:15.000+0000,
TIMOB-20210,1,2016-01-01T17:15:31.000+0000,
TIMOB-20199,1,2016-01-06T00:10:56.000+0000,
TIMOB-20197,1,2016-01-05T08:28:48.000+0000,
TIMOB-20195,1,2016-01-05T02:45:22.000+0000,
TIMOB-20192,1,2015-12-22T08:30:22.000+0000,
TIMOB-20191,1,2016-01-04T13:55:04.000+0000,
TIMOB-20190,1,2016-01-04T13:43:01.000+0000,
TIMOB-20183,1,2015-12-29T03:52:08.000+0000,
TIMOB-20173,1,2015-12-23T00:15:38.000+0000,
TIMOB-20172,1,2015-12-22T20:23:21.000+0000,
TIMOB-20171,1,2015-12-22T17:37:00.000+0000,
TIMOB-20167,1,2015-12-22T07:52:07.000+0000,
TIMOB-20166,1,2015-12-22T07:41:08.000+0000,
TIMOB-20161,1,2015-12-21T20:11:07.000+0000,
TIMOB-20155,1,2015-12-19T01:05:46.000+0000,
TIMOB-20152,1,2015-12-17T01:33:18.000+0000,
TIMOB-20146,1,2015-12-15T03:48:37.000+0000,
TIMOB-20143,1,2015-12-09T12:16:34.000+0000,
TIMOB-20140,1,2015-10-26T16:15:59.000+0000,
TIMOB-20139,1,2015-12-14T12:56:51.000+0000,
TIMOB-20138,1,2015-12-04T12:18:10.000+0000,
TIMOB-20136,1,2015-12-10T08:30:42.000+0000,
TIMOB-20130,1,2015-12-11T11:17:25.000+0000,
TIMOB-20118,1,2015-12-08T21:03:25.000+0000,
TIMOB-20116,1,2015-10-06T19:23:15.000+0000,
TIMOB-20115,1,2015-10-22T12:02:38.000+0000,
TIMOB-20113,1,2015-11-22T08:32:48.000+0000,
TIMOB-20111,1,2015-11-30T16:00:38.000+0000,
TIMOB-20110,1,2015-12-07T10:27:20.000+0000,
TIMOB-20100,1,2015-12-04T20:08:18.000+0000,
TIMOB-20097,1,2015-12-03T15:10:24.000+0000,
TIMOB-20095,1,2015-12-03T14:20:44.000+0000,
TIMOB-20090,1,2015-12-03T02:14:33.000+0000,
TIMOB-20089,1,2015-12-02T11:36:19.000+0000,
TIMOB-20087,1,2015-12-02T15:08:09.000+0000,
TIMOB-20078,1,2015-11-30T14:17:21.000+0000,
TIMOB-20072,1,2015-11-28T06:45:46.000+0000,
TIMOB-20054,1,2015-11-23T21:52:28.000+0000,
TIMOB-20048,1,2015-11-23T15:05:10.000+0000,
TIMOB-20041,1,2015-10-15T11:58:31.000+0000,
TIMOB-20038,1,2015-10-07T14:33:08.000+0000,
TIMOB-20036,1,2015-10-15T15:37:30.000+0000,
TIMOB-20035,1,2015-08-04T09:42:59.000+0000,
TIMOB-20030,1,2015-07-22T13:39:29.000+0000,
TIMOB-20028,1,2015-11-21T10:49:02.000+0000,
TIMOB-20018,1,2015-11-18T17:03:53.000+0000,
TIMOB-20014,1,2015-11-18T23:30:54.000+0000,
TIMOB-20013,1,2015-11-18T20:11:58.000+0000,
TIMOB-20010,1,2015-11-17T19:57:24.000+0000,
TIMOB-20004,1,2015-11-17T14:24:13.000+0000,
TIMOB-20003,1,2015-11-17T13:34:54.000+0000,
TIMOB-20002,1,2015-11-17T11:10:49.000+0000,
TIMOB-19981,1,2015-01-08T22:21:19.000+0000,
TIMOB-19974,1,2015-11-13T16:44:01.000+0000,
TIMOB-19970,1,2015-11-13T10:49:25.000+0000,
TIMOB-19969,1,2015-11-13T10:15:33.000+0000,
TIMOB-19968,1,2015-11-13T10:05:20.000+0000,
TIMOB-19967,1,2015-11-13T09:49:55.000+0000,
TIMOB-19964,1,2015-11-13T08:51:49.000+0000,
TIMOB-19963,1,2015-11-13T08:46:19.000+0000,
TIMOB-19960,1,2015-11-13T08:22:43.000+0000,
TIMOB-19959,1,2015-11-13T07:04:11.000+0000,
TIMOB-19958,1,2015-11-13T07:01:15.000+0000,
TIMOB-19957,1,2015-11-13T06:46:54.000+0000,
TIMOB-19955,1,2015-11-13T06:06:16.000+0000,
TIMOB-19954,1,2015-11-13T05:55:20.000+0000,
TIMOB-19953,1,2015-11-13T05:38:57.000+0000,
TIMOB-19952,1,2015-11-13T05:35:27.000+0000,
TIMOB-19950,1,2015-11-11T14:27:43.000+0000,
TIMOB-19947,1,2015-11-13T01:57:58.000+0000,
TIMOB-19937,1,2015-11-12T08:45:50.000+0000,
TIMOB-19931,1,2015-11-12T07:47:54.000+0000,
TIMOB-19930,1,2015-11-12T07:22:36.000+0000,
TIMOB-19929,1,2015-11-12T07:19:52.000+0000,
TIMOB-19927,1,2015-11-12T05:37:44.000+0000,
TIMOB-19925,1,2015-11-12T04:55:06.000+0000,
TIMOB-19921,1,2015-11-11T23:06:33.000+0000,
TIMOB-19916,1,2015-08-31T22:12:04.000+0000,
TIMOB-19910,1,2015-10-02T14:33:35.000+0000,
TIMOB-19908,1,2015-11-10T23:50:43.000+0000,
TIMOB-19905,1,2015-11-10T15:59:14.000+0000,
TIMOB-19903,1,2015-11-10T14:49:39.000+0000,
TIMOB-19898,1,2015-11-09T23:12:13.000+0000,
TIMOB-19897,1,2015-11-09T12:08:49.000+0000,
TIMOB-19896,1,2015-11-02T12:56:02.000+0000,
TIMOB-19894,1,2015-07-13T08:40:05.000+0000,
TIMOB-19891,1,2015-08-04T20:53:39.000+0000,
TIMOB-19886,1,2015-11-06T06:42:16.000+0000,
TIMOB-19884,1,2015-02-03T21:19:44.000+0000,
TIMOB-19856,1,2015-11-03T23:53:46.000+0000,
TIMOB-19850,1,2015-11-03T09:43:23.000+0000,
TIMOB-19843,1,2015-11-02T12:44:28.000+0000,
TIMOB-19840,1,2015-11-02T08:31:20.000+0000,
TIMOB-19838,1,2015-11-02T02:41:50.000+0000,
TIMOB-19837,1,2015-11-02T02:33:16.000+0000,
TIMOB-19836,1,2015-11-02T02:28:24.000+0000,
TIMOB-19823,1,2015-10-29T04:03:59.000+0000,
TIMOB-19821,1,2015-10-29T00:36:37.000+0000,
TIMOB-19820,1,2015-10-28T23:10:47.000+0000,
TIMOB-19817,1,2015-10-12T13:19:24.000+0000,
