key,bugnr,fields.created,
DNN-7671,1,2015-10-07T07:46:46.000-0700,
DNN-7667,1,2015-10-06T13:56:43.000-0700,
DNN-7659,1,2015-10-02T12:30:16.000-0700,
DNN-7647,1,2015-09-30T15:03:27.000-0700,
DNN-7638,1,2015-09-29T08:36:48.000-0700,
DNN-7635,1,2015-09-28T15:59:51.000-0700,
DNN-7634,1,2015-09-28T14:59:56.000-0700,
DNN-7623,1,2015-05-13T14:51:18.000-0700,
DNN-7620,1,2015-09-24T17:44:38.000-0700,
DNN-7619,1,2015-09-24T14:53:17.000-0700,
DNN-7618,1,2015-09-24T14:03:09.000-0700,
DNN-7617,1,2015-09-24T13:48:48.000-0700,
DNN-7616,1,2015-09-24T11:12:22.000-0700,
DNN-7614,1,2015-09-24T09:28:54.000-0700,
DNN-7606,1,2015-09-22T14:56:32.000-0700,
DNN-7600,1,2015-09-22T13:11:05.000-0700,
DNN-7595,1,2015-09-21T15:52:21.000-0700,
DNN-7591,1,2015-09-21T08:57:15.000-0700,
DNN-7576,1,2015-09-01T14:31:12.000-0700,
DNN-7575,1,2015-09-16T17:05:12.000-0700,
DNN-7573,1,2015-09-16T16:24:35.000-0700,
DNN-7570,1,2015-09-16T09:37:24.000-0700,
DNN-7558,1,2015-09-15T13:47:57.000-0700,
DNN-7550,1,2015-09-14T18:51:08.000-0700,
DNN-7540,1,2015-09-11T13:57:20.000-0700,
DNN-7536,1,2015-09-10T09:55:31.000-0700,
DNN-7531,1,2015-09-09T07:49:16.000-0700,
DNN-7523,1,2015-09-08T08:04:39.000-0700,
DNN-7505,1,2015-09-02T10:13:46.000-0700,
DNN-7502,1,2015-05-15T11:28:03.000-0700,
DNN-7500,1,2015-09-01T20:49:04.000-0700,
DNN-7492,1,2015-08-28T13:58:14.000-0700,
DNN-7484,1,2015-08-27T00:59:39.000-0700,
DNN-7482,1,2015-08-26T14:33:42.000-0700,
DNN-7462,1,2015-08-26T13:28:41.000-0700,
DNN-7461,1,2015-08-26T11:37:38.000-0700,
DNN-7460,1,2015-08-26T08:45:42.000-0700,
DNN-7456,1,2015-08-25T22:01:31.000-0700,
DNN-7455,1,2015-08-25T14:50:44.000-0700,
DNN-7450,1,2015-08-21T15:40:12.000-0700,
DNN-7449,1,2015-08-24T20:27:24.000-0700,
DNN-7443,1,2015-08-24T08:16:24.000-0700,
DNN-7441,1,2015-08-21T13:22:46.000-0700,
DNN-7440,1,2015-02-18T13:05:56.000-0800,
DNN-7439,1,2015-08-21T16:20:08.000-0700,
