key,rework_nr,created,
DNN-7477,1,2015-10-22 20:55:14.081000+00:00,
DNN-7476,1,2015-10-26 22:50:27.320000+00:00,
DNN-7475,1,2015-09-02 18:25:57.491000+00:00,
DNN-7438,1,2015-10-26 23:59:10.840000+00:00,
DNN-7415,1,2015-10-05 20:43:31.747000+00:00,
DNN-7410,1,2015-11-18 20:58:10.119000+00:00,
DNN-7381,1,2015-11-24 22:52:56.259000+00:00,
DNN-7377,1,2015-10-29 22:23:20.051000+00:00,
DNN-7316,1,2015-10-13 23:12:31.010000+00:00,
DNN-7306,1,2015-10-26 18:27:32.074000+00:00,
DNN-7305,1,2015-10-26 22:26:19.021000+00:00,
DNN-7304,1,2015-10-30 01:17:59.747000+00:00,
DNN-7303,1,2015-10-29 22:26:33.393000+00:00,
DNN-7299,1,2015-10-23 20:32:03.877000+00:00,
DNN-7299,1,2015-10-28 21:03:19.854000+00:00,
DNN-7280,1,2015-10-15 18:44:15.537000+00:00,
DNN-7279,1,2015-10-26 22:19:16.781000+00:00,
DNN-7278,1,2015-09-24 10:34:12.090000+00:00,
DNN-7276,1,2015-10-26 17:46:14.792000+00:00,
DNN-7273,1,2015-10-13 22:59:57.307000+00:00,
DNN-7256,1,2015-07-22 23:55:22.485000+00:00,
DNN-7252,1,2015-08-26 22:00:28.810000+00:00,
DNN-7250,1,2015-11-02 23:39:25.034000+00:00,
DNN-7231,1,2015-08-20 00:24:54.739000+00:00,
DNN-7231,1,2015-08-25 14:25:01.503000+00:00,
DNN-7216,1,2015-07-15 21:03:13.405000+00:00,
DNN-7214,1,2015-10-26 23:15:47.666000+00:00,
DNN-7210,1,2015-09-02 17:17:27.461000+00:00,
DNN-7205,1,2015-08-28 22:40:12.646000+00:00,
DNN-7205,1,2015-12-16 19:44:47.626000+00:00,
DNN-7190,1,2015-07-08 19:44:37.509000+00:00,
DNN-7169,1,2015-10-13 18:44:19.396000+00:00,
DNN-7164,1,2015-11-20 01:31:29.225000+00:00,
DNN-7147,1,2015-08-27 22:38:03.663000+00:00,
DNN-7147,1,2015-11-03 20:03:00.200000+00:00,
DNN-7142,1,2015-07-21 20:48:22.112000+00:00,
DNN-7138,1,2015-12-23 01:18:38.601000+00:00,
DNN-7136,1,2015-07-17 12:24:46.703000+00:00,
DNN-7108,1,2015-06-30 23:44:37.951000+00:00,
DNN-7104,1,2015-07-24 13:57:02.431000+00:00,
DNN-7094,1,2015-06-29 22:25:29.570000+00:00,
DNN-7094,1,2015-10-19 20:33:10.833000+00:00,
DNN-7071,1,2015-08-21 23:27:05.234000+00:00,
DNN-7029,1,2015-11-03 16:39:39.128000+00:00,
DNN-7026,1,2015-10-19 20:00:49.089000+00:00,
DNN-6974,1,2015-05-07 06:12:45.658000+00:00,
DNN-6973,1,2015-12-30 00:30:28.239000+00:00,
DNN-6970,1,2015-09-29 19:56:50.044000+00:00,
DNN-6970,1,2015-11-24 22:37:40.329000+00:00,
DNN-6953,1,2015-05-01 21:06:06.011000+00:00,
DNN-6948,1,2015-04-30 21:53:34.410000+00:00,
DNN-6935,1,2015-05-13 16:51:33.792000+00:00,
DNN-6928,1,2015-05-13 16:51:20.608000+00:00,
DNN-6927,1,2015-05-13 16:50:40.789000+00:00,
DNN-6927,1,2015-07-17 22:24:32.974000+00:00,
DNN-6927,1,2015-07-22 22:14:38.265000+00:00,
DNN-6917,1,2015-04-28 16:46:41.348000+00:00,
DNN-6891,1,2015-04-30 17:56:55.628000+00:00,
DNN-6881,1,2015-06-18 16:48:15.666000+00:00,
DNN-6881,1,2015-09-29 00:10:30.041000+00:00,
DNN-6824,1,2015-04-28 16:51:29.567000+00:00,
DNN-6819,1,2015-12-11 22:10:51.516000+00:00,
DNN-6801,1,2015-11-26 21:12:22.722000+00:00,
DNN-6801,1,2015-11-28 00:03:03.957000+00:00,
DNN-6792,1,2015-10-28 20:44:19.203000+00:00,
DNN-6790,1,2015-10-28 20:43:43.145000+00:00,
DNN-6788,1,2015-11-24 00:00:05.809000+00:00,
DNN-6786,1,2015-10-16 23:13:37.258000+00:00,
DNN-6786,1,2015-11-13 18:29:47.745000+00:00,
DNN-6761,1,2015-03-31 18:47:38.243000+00:00,
DNN-6761,1,2015-12-10 22:02:19.600000+00:00,
DNN-6746,1,2015-04-22 15:59:29.418000+00:00,
DNN-6746,1,2015-04-24 22:01:08.540000+00:00,
DNN-6720,1,2015-10-28 20:44:50.109000+00:00,
DNN-6719,1,2015-10-28 20:44:01.849000+00:00,
DNN-6719,1,2015-11-24 00:51:18.783000+00:00,
DNN-6717,1,2015-03-13 17:26:24.871000+00:00,
DNN-6706,1,2015-03-10 20:45:11.899000+00:00,
DNN-6706,1,2015-03-24 12:11:27.793000+00:00,
DNN-6700,1,2015-03-26 18:15:35.430000+00:00,
DNN-6691,1,2015-03-09 20:34:17.829000+00:00,
DNN-6637,1,2015-11-13 23:39:00.355000+00:00,
DNN-6633,1,2015-08-12 19:02:14.803000+00:00,
DNN-6633,1,2015-11-30 22:29:16.596000+00:00,
DNN-6630,1,2015-07-02 13:55:59.224000+00:00,
DNN-6630,1,2015-11-26 17:17:45.662000+00:00,
DNN-6506,1,2015-11-17 22:02:04.406000+00:00,
DNN-6506,1,2015-12-29 05:02:45.296000+00:00,
DNN-6493,1,2015-09-14 23:40:01.415000+00:00,
DNN-6430,1,2015-05-04 21:30:21.415000+00:00,
DNN-6430,1,2015-05-05 21:00:55.286000+00:00,
DNN-6429,1,2015-01-17 18:22:38.625000+00:00,
DNN-6402,1,2015-01-16 22:30:26.606000+00:00,
DNN-6402,1,2015-04-01 00:44:55.747000+00:00,
DNN-6402,1,2015-04-07 20:05:28.515000+00:00,
DNN-6401,1,2015-02-13 01:11:53.116000+00:00,
DNN-6399,1,2015-01-16 22:30:07.064000+00:00,
DNN-6399,1,2015-04-07 23:19:57.484000+00:00,
DNN-6393,1,2015-08-26 21:46:39.296000+00:00,
DNN-6380,1,2015-10-29 15:58:51.144000+00:00,
DNN-6362,1,2014-12-05 19:59:05.262000+00:00,
DNN-6311,1,2015-04-30 23:57:26.145000+00:00,
DNN-6311,1,2015-09-19 17:50:19.171000+00:00,
DNN-6311,1,2015-12-04 22:55:12.341000+00:00,
DNN-6311,1,2015-12-05 00:34:21.247000+00:00,
DNN-6308,1,2015-01-09 10:51:51.004000+00:00,
DNN-6308,1,2015-02-13 22:47:48.102000+00:00,
DNN-6189,1,2015-01-05 22:43:16.238000+00:00,
DNN-6174,1,2014-12-03 00:00:26.967000+00:00,
DNN-6134,1,2015-04-14 18:09:49.716000+00:00,
DNN-6104,1,2014-10-01 18:03:34.731000+00:00,
DNN-6104,1,2014-10-10 15:21:06.778000+00:00,
DNN-6104,1,2014-10-14 19:31:17.312000+00:00,
DNN-6104,1,2014-10-16 22:13:31.975000+00:00,
DNN-6104,1,2014-11-14 22:13:14.655000+00:00,
DNN-6104,1,2015-04-10 21:35:58.872000+00:00,
DNN-6082,1,2014-11-18 20:39:24.975000+00:00,
DNN-6072,1,2014-11-10 00:28:16.583000+00:00,
DNN-6072,1,2014-11-10 23:27:41.563000+00:00,
DNN-6062,1,2014-11-07 23:52:10.936000+00:00,
DNN-6059,1,2014-10-30 21:01:09.533000+00:00,
DNN-6059,1,2014-10-31 18:02:54.852000+00:00,
DNN-6059,1,2014-10-31 23:30:10.621000+00:00,
DNN-5990,1,2014-10-18 17:46:46.230000+00:00,
DNN-5990,1,2014-10-20 21:21:47.941000+00:00,
DNN-5989,1,2014-11-14 15:47:49.041000+00:00,
DNN-5976,1,2014-10-27 16:53:28.635000+00:00,
DNN-5823,1,2015-09-01 14:35:16.763000+00:00,
DNN-5646,1,2015-05-01 18:28:36.559000+00:00,
DNN-5646,1,2015-08-17 10:36:22.067000+00:00,
DNN-5646,1,2015-08-21 20:01:24.886000+00:00,
DNN-5646,1,2015-09-21 20:38:26.345000+00:00,
DNN-5633,1,2014-07-21 15:40:01.832000+00:00,
DNN-5633,1,2014-07-24 23:28:42.608000+00:00,
DNN-5623,1,2014-07-18 22:01:46.072000+00:00,
DNN-5597,1,2015-12-02 21:45:04.642000+00:00,
DNN-5520,1,2014-12-03 23:34:34.902000+00:00,
DNN-5503,1,2014-11-24 20:08:54.061000+00:00,
DNN-5441,1,2014-07-17 17:48:24.027000+00:00,
DNN-5436,1,2014-06-05 16:41:51.787000+00:00,
DNN-5436,1,2014-06-12 17:45:54.349000+00:00,
DNN-5408,1,2014-06-04 01:14:25.869000+00:00,
DNN-5408,1,2014-06-06 23:48:31.312000+00:00,
DNN-5408,1,2014-06-09 18:49:59.115000+00:00,
DNN-5394,1,2014-06-07 00:20:43.172000+00:00,
DNN-5394,1,2014-09-05 18:31:12.604000+00:00,
DNN-5392,1,2014-07-24 22:27:40.290000+00:00,
DNN-5379,1,2014-06-17 21:02:15.977000+00:00,
DNN-5379,1,2014-06-19 20:14:14.361000+00:00,
DNN-5379,1,2014-09-18 23:59:27.343000+00:00,
DNN-5314,1,2014-05-16 05:05:44.233000+00:00,
DNN-5314,1,2014-05-16 20:31:10.292000+00:00,
DNN-5235,1,2014-04-23 20:51:13.421000+00:00,
DNN-5234,1,2014-05-19 03:50:12.787000+00:00,
DNN-5228,1,2014-04-24 04:20:18.480000+00:00,
DNN-5224,1,2014-05-08 06:42:17.910000+00:00,
DNN-5216,1,2014-04-24 15:12:35.768000+00:00,
DNN-5213,1,2014-05-19 00:01:13.124000+00:00,
DNN-5205,1,2014-04-14 23:30:22.075000+00:00,
DNN-5201,1,2014-04-23 20:31:08.155000+00:00,
DNN-5201,1,2014-04-28 22:13:18.121000+00:00,
DNN-5193,1,2014-04-22 20:42:49.118000+00:00,
DNN-5193,1,2014-05-06 22:00:30.213000+00:00,
DNN-5184,1,2014-03-06 22:30:27.685000+00:00,
DNN-5184,1,2014-05-07 22:20:35.623000+00:00,
DNN-5168,1,2014-05-09 06:53:21.941000+00:00,
DNN-5168,1,2014-05-12 17:33:02.640000+00:00,
DNN-5166,1,2014-10-08 14:46:17.051000+00:00,
DNN-5158,1,2014-04-30 18:37:50.192000+00:00,
DNN-5137,1,2014-05-09 15:53:04.177000+00:00,
DNN-5127,1,2014-04-15 16:49:37.662000+00:00,
DNN-5127,1,2014-04-24 08:05:40.912000+00:00,
DNN-5121,1,2014-04-15 17:32:02.819000+00:00,
DNN-5119,1,2014-04-15 18:05:11.213000+00:00,
DNN-5118,1,2014-04-24 01:46:47.194000+00:00,
DNN-5118,1,2014-04-24 23:07:06.284000+00:00,
DNN-5118,1,2014-05-12 22:44:23.937000+00:00,
DNN-5118,1,2014-05-13 15:54:23.511000+00:00,
DNN-5107,1,2014-04-05 11:13:30.226000+00:00,
DNN-5055,1,2014-12-05 18:54:27.732000+00:00,
DNN-5002,1,2014-05-20 09:10:41.492000+00:00,
DNN-5001,1,2014-04-04 18:57:04.523000+00:00,
DNN-5000,1,2014-04-30 17:25:48.494000+00:00,
DNN-4999,1,2014-04-21 19:36:52.081000+00:00,
DNN-4996,1,2014-04-30 16:44:10.470000+00:00,
DNN-4985,1,2014-04-10 19:24:36.011000+00:00,
DNN-4985,1,2014-04-10 22:56:41.037000+00:00,
DNN-4985,1,2014-05-01 04:57:01.071000+00:00,
DNN-4981,1,2015-04-02 18:26:43.408000+00:00,
DNN-4981,1,2015-04-08 22:26:17.434000+00:00,
DNN-4970,1,2014-03-07 19:43:13.643000+00:00,
DNN-4966,1,2014-03-26 22:16:55.356000+00:00,
DNN-4965,1,2014-03-20 19:14:33.776000+00:00,
DNN-4911,1,2014-04-14 18:25:33.390000+00:00,
DNN-4906,1,2014-03-12 15:52:37.136000+00:00,
DNN-4890,1,2014-07-16 21:08:44.871000+00:00,
DNN-4884,1,2014-04-11 16:02:10.876000+00:00,
DNN-4875,1,2014-03-06 18:03:43.441000+00:00,
DNN-4869,1,2014-03-19 18:48:33.516000+00:00,
DNN-4853,1,2015-11-28 01:08:21.829000+00:00,
DNN-4827,1,2014-02-19 23:14:03.953000+00:00,
DNN-4826,1,2014-02-12 15:32:45.449000+00:00,
DNN-4823,1,2014-03-20 19:05:58.402000+00:00,
DNN-4792,1,2015-11-25 01:01:54.720000+00:00,
DNN-4733,1,2014-01-28 16:11:54.615000+00:00,
DNN-4714,1,2014-04-24 23:54:54.732000+00:00,
DNN-4713,1,2014-01-29 21:18:13.910000+00:00,
DNN-4709,1,2014-01-28 23:38:01.358000+00:00,
DNN-4709,1,2014-01-29 00:11:04.938000+00:00,
DNN-4709,1,2014-01-29 23:05:34.206000+00:00,
DNN-4702,1,2014-01-20 23:20:05.509000+00:00,
DNN-4702,1,2014-05-08 21:37:17.152000+00:00,
DNN-4701,1,2014-01-28 18:39:29.236000+00:00,
DNN-4692,1,2014-01-15 18:25:41.139000+00:00,
DNN-4681,1,2015-01-31 01:39:55.835000+00:00,
DNN-4679,1,2014-01-22 16:35:02.386000+00:00,
DNN-4679,1,2014-03-20 15:59:50.598000+00:00,
DNN-4668,1,2014-02-14 16:14:22.208000+00:00,
DNN-4650,1,2014-01-14 21:04:14.695000+00:00,
DNN-4644,1,2014-02-24 22:31:41.206000+00:00,
DNN-4602,1,2014-02-12 18:10:59.359000+00:00,
DNN-4598,1,2014-01-13 18:47:03.164000+00:00,
DNN-4591,1,2014-04-04 20:50:12.541000+00:00,
DNN-4591,1,2014-04-09 19:01:42.131000+00:00,
DNN-4570,1,2014-01-21 19:45:54.097000+00:00,
DNN-4543,1,2014-02-06 17:27:03.669000+00:00,
DNN-4538,1,2014-01-27 21:23:31.796000+00:00,
DNN-4538,1,2014-01-29 23:26:24.539000+00:00,
DNN-4516,1,2014-01-07 21:30:04.586000+00:00,
DNN-4516,1,2014-01-27 19:21:55.976000+00:00,
DNN-4489,1,2014-01-03 17:54:23.738000+00:00,
DNN-4479,1,2013-11-05 16:51:28.367000+00:00,
DNN-4463,1,2013-12-17 21:47:58.994000+00:00,
DNN-4435,1,2014-01-24 17:50:26.236000+00:00,
DNN-4433,1,2014-01-01 11:09:31.041000+00:00,
DNN-4426,1,2013-12-12 18:16:39.718000+00:00,
DNN-4380,1,2014-01-15 00:01:05.080000+00:00,
DNN-4376,1,2014-02-03 19:38:07.378000+00:00,
DNN-4373,1,2014-01-27 22:18:18.349000+00:00,
DNN-4373,1,2014-02-04 00:32:59.897000+00:00,
DNN-4370,1,2014-01-27 19:39:41.730000+00:00,
DNN-4367,1,2013-12-27 21:29:03.676000+00:00,
DNN-4331,1,2014-01-28 18:36:36.405000+00:00,
DNN-4325,1,2014-01-16 18:18:39.798000+00:00,
DNN-4311,1,2014-01-17 17:22:55.410000+00:00,
DNN-4311,1,2014-01-27 01:29:08.400000+00:00,
DNN-4308,1,2014-01-09 01:41:20.071000+00:00,
DNN-4287,1,2013-12-24 01:35:07.919000+00:00,
DNN-4282,1,2015-11-27 19:18:45.294000+00:00,
DNN-4262,1,2014-02-12 00:32:04.076000+00:00,
DNN-4255,1,2014-03-18 15:52:50.769000+00:00,
DNN-4250,1,2013-12-03 20:43:46.657000+00:00,
DNN-4250,1,2013-12-05 19:15:02.827000+00:00,
DNN-4249,1,2013-12-03 20:44:18.978000+00:00,
DNN-4249,1,2013-12-05 19:15:24.331000+00:00,
DNN-4238,1,2013-12-30 22:02:00.960000+00:00,
DNN-4209,1,2013-12-09 18:06:02.774000+00:00,
DNN-4202,1,2013-12-19 00:11:14.194000+00:00,
DNN-4170,1,2014-02-04 13:54:07.668000+00:00,
DNN-4146,1,2013-12-20 00:49:20.469000+00:00,
DNN-4121,1,2013-11-19 21:57:10.893000+00:00,
DNN-4106,1,2014-01-14 21:45:18.467000+00:00,
DNN-4093,1,2014-01-02 23:20:25.361000+00:00,
DNN-4084,1,2014-06-05 20:51:23.779000+00:00,
DNN-4078,1,2013-11-06 18:13:06.982000+00:00,
DNN-4078,1,2013-11-08 23:48:17.226000+00:00,
DNN-4078,1,2013-11-13 23:05:08.633000+00:00,
DNN-4078,1,2013-12-13 23:10:06.745000+00:00,
DNN-4077,1,2014-01-24 17:24:37.284000+00:00,
DNN-4077,1,2014-01-29 21:05:13.063000+00:00,
DNN-4075,1,2013-12-11 15:46:45.893000+00:00,
DNN-4075,1,2014-01-15 21:17:35.437000+00:00,
DNN-4060,1,2013-11-06 23:26:36.962000+00:00,
DNN-4056,1,2013-11-07 22:46:06.700000+00:00,
DNN-4051,1,2013-11-07 20:49:40.104000+00:00,
DNN-4037,1,2013-11-05 16:51:29.933000+00:00,
DNN-4034,1,2013-11-05 16:51:33.974000+00:00,
DNN-4031,1,2013-11-07 00:38:34.838000+00:00,
DNN-4025,1,2013-11-22 20:58:45.705000+00:00,
DNN-4013,1,2013-11-05 16:50:50.963000+00:00,
DNN-3998,1,2013-10-30 14:15:57.133000+00:00,
DNN-3977,1,2014-06-09 20:11:56.823000+00:00,
