key,delay_nr,fields.resolutiondate,
TISTUD-5418,1,2013-09-24 18:27:14+00:00,
TISTUD-5417,1,2013-09-26 14:51:23+00:00,
TISTUD-5416,1,2013-10-24 02:04:56+00:00,
TISTUD-5408,1,2013-10-31 23:32:34+00:00,
TISTUD-5401,1,2013-11-15 18:21:06+00:00,
TISTUD-5400,1,2013-10-31 23:48:06+00:00,
TISTUD-5390,1,2013-11-13 11:46:27+00:00,
TISTUD-5388,1,2013-09-20 13:53:28+00:00,
TISTUD-5369,1,2013-10-02 15:49:34+00:00,
TISTUD-5368,1,2013-10-31 23:31:38+00:00,
TISTUD-5439,1,2013-09-27 18:09:43+00:00,
TISTUD-5359,1,2013-10-03 00:18:52+00:00,
TISTUD-5345,1,2013-09-04 00:16:01+00:00,
TISTUD-5339,1,2013-09-17 12:07:14+00:00,
TISTUD-5332,1,2013-10-01 21:53:50+00:00,
TISTUD-5329,1,2013-09-05 18:34:33+00:00,
TISTUD-5326,1,2013-09-04 15:28:12+00:00,
TISTUD-5325,1,2013-08-30 14:15:51+00:00,
TISTUD-5324,1,2013-08-30 23:30:01+00:00,
TISTUD-5322,1,2013-09-03 15:20:34+00:00,
TISTUD-5321,1,2013-08-28 20:33:23+00:00,
TISTUD-5320,1,2013-08-28 20:33:40+00:00,
TISTUD-5318,1,2013-08-28 13:57:43+00:00,
TISTUD-5317,1,2013-08-28 14:10:34+00:00,
TISTUD-5316,1,2013-08-27 18:56:41+00:00,
TISTUD-5315,1,2013-09-04 13:30:25+00:00,
TISTUD-5314,1,2013-08-27 18:16:53+00:00,
TISTUD-5312,1,2013-10-31 23:46:14+00:00,
TISTUD-5311,1,2013-09-06 02:26:50+00:00,
TISTUD-5310,1,2013-09-20 21:09:27+00:00,
TISTUD-5309,1,2013-09-06 02:26:15+00:00,
TISTUD-5308,1,2013-09-04 21:02:21+00:00,
TISTUD-5307,1,2013-09-06 02:25:35+00:00,
TISTUD-5302,1,2013-09-06 02:24:52+00:00,
TISTUD-5293,1,2013-08-26 01:58:38+00:00,
TISTUD-5290,1,2013-08-23 22:38:34+00:00,
TISTUD-5289,1,2013-08-23 22:36:47+00:00,
TISTUD-5285,1,2013-09-04 13:41:23+00:00,
TISTUD-5283,1,2013-09-18 17:25:28+00:00,
TISTUD-5274,1,2013-09-04 20:21:44+00:00,
TISTUD-5272,1,2013-08-23 17:29:25+00:00,
TISTUD-5271,1,2013-08-23 20:09:41+00:00,
TISTUD-5270,1,2013-08-28 20:07:51+00:00,
TISTUD-5257,1,2013-08-28 20:23:48+00:00,
TISTUD-5235,1,2014-06-12 18:49:16+00:00,
TISTUD-5223,1,2013-08-26 16:56:20+00:00,
TISTUD-5206,1,2013-09-09 22:12:37+00:00,
TISTUD-5200,1,2013-10-24 23:39:57+00:00,
TISTUD-5195,1,2013-11-01 18:32:56+00:00,
TISTUD-5169,1,2014-01-21 08:05:38+00:00,
TISTUD-5151,1,2013-09-16 22:22:14+00:00,
TISTUD-5132,1,2013-11-15 23:04:13+00:00,
TISTUD-5105,1,2013-08-19 13:36:51+00:00,
TISTUD-5084,1,2014-07-14 22:37:56+00:00,
TISTUD-5063,1,2013-07-16 00:05:38+00:00,
TISTUD-5061,1,2013-10-24 23:39:11+00:00,
TISTUD-5045,1,2013-10-31 23:42:45+00:00,
TISTUD-5029,1,2014-10-10 17:19:01+00:00,
TISTUD-5016,1,2013-06-26 19:02:19+00:00,
TISTUD-5012,1,2013-08-14 23:08:29+00:00,
TISTUD-5004,1,2013-06-19 21:37:20+00:00,
TISTUD-5003,1,2013-06-26 20:59:43+00:00,
TISTUD-4998,1,2013-06-26 20:47:48+00:00,
TISTUD-4997,1,2013-06-27 21:25:01+00:00,
TISTUD-4994,1,2013-06-20 18:32:34+00:00,
TISTUD-4971,1,2013-06-17 21:08:00+00:00,
TISTUD-4970,1,2013-06-25 01:35:48+00:00,
TISTUD-4967,1,2013-06-21 20:22:49+00:00,
TISTUD-4965,1,2013-06-17 14:05:34+00:00,
TISTUD-4964,1,2013-06-17 14:24:42+00:00,
TISTUD-4956,1,2013-10-31 23:24:05+00:00,
TISTUD-4934,1,2013-06-18 19:59:55+00:00,
TISTUD-4923,1,2013-06-19 23:25:58+00:00,
TISTUD-4918,1,2013-06-18 23:22:17+00:00,
TISTUD-4917,1,2013-06-18 22:28:07+00:00,
TISTUD-4906,1,2013-06-18 22:28:38+00:00,
TISTUD-4897,1,2013-06-19 20:38:42+00:00,
TISTUD-4882,1,2013-06-18 19:58:45+00:00,
TISTUD-4864,1,2013-06-04 22:54:41+00:00,
TISTUD-4861,1,2013-06-18 20:41:15+00:00,
TISTUD-4858,1,2013-06-19 22:29:57+00:00,
TISTUD-4846,1,2013-06-19 23:59:47+00:00,
TISTUD-4824,1,2013-10-31 23:58:01+00:00,
TISTUD-4802,1,2013-06-20 20:26:30+00:00,
TISTUD-4799,1,2013-06-19 21:14:30+00:00,
TISTUD-4793,1,2013-09-16 22:21:16+00:00,
TISTUD-4757,1,2013-05-27 04:29:14+00:00,
TISTUD-4755,1,2013-05-27 04:44:47+00:00,
TISTUD-4751,1,2013-06-19 21:14:22+00:00,
TISTUD-4745,1,2013-05-22 21:11:01+00:00,
TISTUD-4744,1,2013-05-28 18:48:18+00:00,
TISTUD-4736,1,2013-06-21 23:01:23+00:00,
TISTUD-4734,1,2013-05-22 21:20:13+00:00,
TISTUD-4727,1,2013-06-18 22:38:40+00:00,
TISTUD-4715,1,2013-06-19 21:13:55+00:00,
TISTUD-4714,1,2013-06-19 21:14:03+00:00,
TISTUD-4705,1,2013-05-21 00:30:53+00:00,
TISTUD-4700,1,2013-05-21 21:41:24+00:00,
TISTUD-4678,1,2013-05-22 18:22:10+00:00,
TISTUD-4670,1,2013-05-22 01:24:05+00:00,
TISTUD-4668,1,2013-05-28 18:38:15+00:00,
TISTUD-4616,1,2013-06-19 21:15:19+00:00,
TISTUD-4584,1,2013-06-25 02:42:07+00:00,
TISTUD-4581,1,2013-06-19 21:14:13+00:00,
TISTUD-4577,1,2013-10-24 23:11:53+00:00,
TISTUD-4543,1,2013-06-18 22:43:33+00:00,
TISTUD-4529,1,2013-10-31 23:57:13+00:00,
TISTUD-4524,1,2013-06-18 21:15:17+00:00,
TISTUD-4518,1,2013-10-31 22:26:55+00:00,
TISTUD-4517,1,2013-10-31 23:17:49+00:00,
TISTUD-5749,1,2014-09-24 22:48:22+00:00,
TISTUD-4494,1,2013-06-19 21:15:03+00:00,
TISTUD-4493,1,2013-06-19 21:14:46+00:00,
TISTUD-4492,1,2013-06-18 20:42:31+00:00,
TISTUD-4476,1,2013-06-17 13:46:30+00:00,
TISTUD-4473,1,2013-06-19 22:42:55+00:00,
TISTUD-4450,1,2013-06-18 23:54:37+00:00,
TISTUD-4448,1,2013-06-19 21:08:23+00:00,
TISTUD-4430,1,2013-06-19 21:08:06+00:00,
TISTUD-4406,1,2014-06-04 10:29:22+00:00,
TISTUD-4397,1,2013-06-26 23:05:43+00:00,
TISTUD-4396,1,2013-06-19 21:02:50+00:00,
TISTUD-4395,1,2013-06-18 22:45:36+00:00,
TISTUD-4394,1,2013-06-18 22:46:11+00:00,
TISTUD-4389,1,2013-11-16 00:40:03+00:00,
TISTUD-4325,1,2013-08-14 23:05:18+00:00,
TISTUD-4323,1,2013-04-29 18:16:23+00:00,
TISTUD-4318,1,2013-09-17 22:51:52+00:00,
TISTUD-4314,1,2013-10-31 23:41:53+00:00,
TISTUD-4298,1,2013-06-18 23:50:23+00:00,
TISTUD-4264,1,2014-08-12 16:34:45+00:00,
TISTUD-4251,1,2013-09-23 23:57:56+00:00,
TISTUD-4239,1,2013-06-18 23:22:47+00:00,
TISTUD-4233,1,2013-06-18 23:36:24+00:00,
TISTUD-4215,1,2013-10-24 23:34:55+00:00,
TISTUD-4168,1,2013-06-19 20:58:49+00:00,
TISTUD-4167,1,2013-06-19 20:59:37+00:00,
TISTUD-4166,1,2013-06-19 20:58:56+00:00,
TISTUD-4165,1,2013-06-19 20:59:03+00:00,
TISTUD-4164,1,2013-06-19 20:59:46+00:00,
TISTUD-4163,1,2013-06-19 20:58:40+00:00,
TISTUD-4162,1,2013-06-19 20:58:32+00:00,
TISTUD-4159,1,2013-06-17 14:06:20+00:00,
TISTUD-4158,1,2013-06-17 15:28:20+00:00,
TISTUD-4157,1,2013-06-03 14:36:22+00:00,
TISTUD-4140,1,2013-06-19 22:06:56+00:00,
TISTUD-4137,1,2013-06-19 21:07:59+00:00,
TISTUD-4136,1,2013-06-19 21:07:30+00:00,
TISTUD-4135,1,2013-06-19 21:07:50+00:00,
TISTUD-4099,1,2013-06-18 22:50:29+00:00,
TISTUD-4087,1,2014-04-24 20:00:27+00:00,
TISTUD-4084,1,2014-08-07 18:42:02+00:00,
TISTUD-4051,1,2013-06-18 17:01:31+00:00,
TISTUD-4035,1,2014-05-12 22:45:02+00:00,
TISTUD-4031,1,2013-10-31 23:38:10+00:00,
TISTUD-4026,1,2013-09-21 20:21:39+00:00,
TISTUD-3972,1,2013-10-31 23:12:43+00:00,
TISTUD-3971,1,2013-11-01 20:32:23+00:00,
TISTUD-3958,1,2013-06-19 21:15:39+00:00,
TISTUD-3954,1,2013-06-19 21:15:48+00:00,
TISTUD-3953,1,2013-06-19 21:14:46+00:00,
TISTUD-3808,1,2013-06-18 23:16:17+00:00,
TISTUD-3788,1,2013-06-18 23:16:52+00:00,
TISTUD-3780,1,2013-06-19 22:45:10+00:00,
TISTUD-3741,1,2013-10-24 23:05:13+00:00,
TISTUD-3737,1,2013-06-18 23:24:15+00:00,
TISTUD-3729,1,2013-06-18 23:42:39+00:00,
TISTUD-3669,1,2013-10-31 20:11:40+00:00,
TISTUD-3634,1,2013-06-17 13:46:36+00:00,
TISTUD-3633,1,2013-07-02 05:46:31+00:00,
TISTUD-3632,1,2013-06-17 14:41:51+00:00,
TISTUD-3631,1,2013-06-17 13:46:42+00:00,
TISTUD-3630,1,2013-06-17 13:46:48+00:00,
TISTUD-3629,1,2013-06-12 14:15:52+00:00,
TISTUD-3627,1,2013-06-12 14:13:35+00:00,
TISTUD-3626,1,2013-06-17 13:46:54+00:00,
TISTUD-3625,1,2013-06-12 14:13:19+00:00,
TISTUD-3624,1,2013-06-12 14:13:08+00:00,
TISTUD-3601,1,2013-07-01 18:38:29+00:00,
TISTUD-3533,1,2013-06-18 23:25:41+00:00,
TISTUD-3532,1,2013-06-18 23:26:12+00:00,
TISTUD-3447,1,2013-06-19 22:43:22+00:00,
TISTUD-3434,1,2013-06-19 22:43:31+00:00,
TISTUD-3433,1,2013-07-29 16:07:49+00:00,
TISTUD-3893,1,2013-06-19 21:16:05+00:00,
TISTUD-3246,1,2013-06-18 23:48:02+00:00,
