key,delay_nr,fields.resolutiondate,
TIMOB-8308,1,2012-08-16 14:45:40+00:00,
TIMOB-8243,1,2012-07-12 04:16:42+00:00,
TIMOB-8185,1,2012-07-12 04:59:29+00:00,
TIMOB-8077,1,2012-07-12 23:46:51+00:00,
TIMOB-8048,1,2012-07-13 01:24:15+00:00,
TIMOB-7897,1,2012-07-05 00:21:59+00:00,
TIMOB-7862,1,2012-04-25 18:09:35+00:00,
TIMOB-7816,1,2013-10-19 01:18:57+00:00,
TIMOB-7644,1,2012-06-27 12:16:54+00:00,
TIMOB-7643,1,2012-03-06 15:12:18+00:00,
TIMOB-7642,1,2012-04-19 13:19:58+00:00,
TIMOB-7624,1,2012-06-26 07:22:27+00:00,
TIMOB-7562,1,2012-04-18 17:33:32+00:00,
TIMOB-7555,1,2012-03-27 09:55:46+00:00,
TIMOB-7486,1,2012-05-01 14:58:33+00:00,
TIMOB-7467,1,2015-01-22 20:06:17+00:00,
TIMOB-7412,1,2012-03-11 22:31:45+00:00,
TIMOB-7334,1,2012-02-27 16:09:08+00:00,
TIMOB-7246,1,2014-12-17 06:47:06+00:00,
TIMOB-7152,1,2012-07-06 00:43:30+00:00,
TIMOB-6860,1,2013-10-19 01:18:47+00:00,
TIMOB-6845,1,2013-10-19 01:18:35+00:00,
TIMOB-6666,1,2013-10-19 01:18:16+00:00,
TIMOB-6493,1,2014-09-15 16:13:31+00:00,
TIMOB-6463,1,2012-02-27 20:07:45+00:00,
TIMOB-6438,1,2012-02-27 16:08:58+00:00,
TIMOB-6423,1,2013-11-15 22:17:14+00:00,
TIMOB-6292,1,2012-02-27 16:09:16+00:00,
TIMOB-6038,1,2012-04-13 12:22:34+00:00,
TIMOB-5989,1,2012-04-27 10:15:55+00:00,
TIMOB-5837,1,2013-10-19 01:17:10+00:00,
TIMOB-5823,1,2013-11-02 00:59:07+00:00,
TIMOB-5799,1,2012-07-13 01:50:13+00:00,
TIMOB-5749,1,2013-10-19 01:16:53+00:00,
TIMOB-5438,1,2013-10-19 01:16:34+00:00,
TIMOB-5010,1,2013-10-19 01:16:25+00:00,
TIMOB-4521,1,2012-05-24 15:54:50+00:00,
TIMOB-4510,1,2013-10-19 01:13:30+00:00,
TIMOB-4063,1,2012-11-12 22:59:12+00:00,
TIMOB-3541,1,2012-03-06 15:12:38+00:00,
TIMOB-3186,1,2013-10-19 01:12:05+00:00,
TIMOB-3180,1,2013-12-19 18:27:02+00:00,
TIMOB-2760,1,2013-08-28 23:17:18+00:00,
TIMOB-2733,1,2013-10-19 01:25:47+00:00,
TIMOB-2662,1,2013-11-11 19:10:17+00:00,
TIMOB-2646,1,2013-10-19 01:08:44+00:00,
TIMOB-2527,1,2013-11-14 18:01:07+00:00,
TIMOB-2209,1,2013-10-19 01:08:16+00:00,
TIMOB-2017,1,2012-04-23 12:58:38+00:00,
TIMOB-1872,1,2013-09-06 22:23:27+00:00,
TIMOB-559,1,2013-10-19 01:07:23+00:00,
