key,delay_nr,fields.resolutiondate,
MESOS-3037,1,2015-09-18 23:18:12+00:00,
MESOS-3032,1,2015-12-18 01:38:56+00:00,
MESOS-3024,1,2016-01-08 03:26:06+00:00,
MESOS-3021,1,2015-09-25 16:34:26+00:00,
MESOS-3015,1,2015-09-23 22:39:09+00:00,
MESOS-3009,1,2015-07-20 17:56:32+00:00,
MESOS-3004,1,2015-08-07 01:40:02+00:00,
MESOS-2986,1,2015-07-06 18:58:41+00:00,
MESOS-2973,1,2015-07-24 01:10:13+00:00,
MESOS-2972,1,2015-10-16 12:17:36+00:00,
MESOS-2968,1,2015-09-03 01:31:56+00:00,
MESOS-2963,1,2015-07-31 22:50:32+00:00,
MESOS-2962,1,2015-07-21 20:00:03+00:00,
MESOS-2961,1,2015-07-15 01:00:24+00:00,
MESOS-2958,1,2015-07-13 18:41:12+00:00,
MESOS-2957,1,2015-07-06 18:58:12+00:00,
MESOS-2956,1,2015-07-06 18:29:30+00:00,
MESOS-2951,1,2015-07-15 00:59:34+00:00,
MESOS-2949,1,2015-11-09 09:35:21+00:00,
MESOS-2947,1,2015-08-13 23:48:34+00:00,
MESOS-2946,1,2015-08-13 23:49:37+00:00,
MESOS-2942,1,2015-07-06 18:57:38+00:00,
MESOS-2940,1,2015-07-24 01:12:43+00:00,
MESOS-2939,1,2015-07-22 07:24:30+00:00,
MESOS-2937,1,2015-09-02 12:52:01+00:00,
MESOS-2928,1,2015-07-24 01:12:58+00:00,
MESOS-2913,1,2015-07-20 19:29:48+00:00,
MESOS-2911,1,2015-07-21 00:42:59+00:00,
MESOS-2910,1,2015-07-17 21:03:49+00:00,
MESOS-2909,1,2015-07-17 23:10:08+00:00,
MESOS-2906,1,2015-10-27 19:31:10+00:00,
MESOS-2890,1,2015-07-06 18:56:54+00:00,
MESOS-2889,1,2015-07-06 18:56:26+00:00,
MESOS-2888,1,2015-07-06 18:54:16+00:00,
MESOS-2879,1,2015-10-01 19:46:09+00:00,
MESOS-2860,1,2015-08-12 17:31:41+00:00,
MESOS-2857,1,2016-01-04 08:44:50+00:00,
MESOS-2850,1,2015-09-25 16:37:08+00:00,
MESOS-2849,1,2015-09-25 16:35:20+00:00,
MESOS-2848,1,2015-07-20 17:35:46+00:00,
MESOS-2834,1,2015-09-21 16:45:10+00:00,
MESOS-2818,1,2015-06-11 18:38:02+00:00,
MESOS-2817,1,2015-06-08 18:23:05+00:00,
MESOS-2807,1,2015-06-19 18:26:11+00:00,
MESOS-2805,1,2015-06-19 18:17:07+00:00,
MESOS-2801,1,2015-06-19 18:54:29+00:00,
MESOS-2798,1,2015-08-11 18:21:22+00:00,
MESOS-2795,1,2015-07-28 18:42:15+00:00,
MESOS-2794,1,2015-08-13 00:30:06+00:00,
MESOS-2791,1,2015-06-11 18:38:26+00:00,
MESOS-2784,1,2015-07-24 01:13:33+00:00,
MESOS-2783,1,2015-11-10 10:16:47+00:00,
MESOS-2757,1,2015-08-25 20:09:32+00:00,
MESOS-2753,1,2015-06-11 00:29:27+00:00,
MESOS-2742,1,2016-02-12 11:51:06+00:00,
MESOS-2709,1,2015-06-03 19:04:42+00:00,
MESOS-2708,1,2015-11-02 08:10:44+00:00,
MESOS-2697,1,2015-05-11 23:39:37+00:00,
MESOS-2696,1,2015-08-17 18:33:44+00:00,
MESOS-2693,1,2015-06-01 23:30:19+00:00,
MESOS-2691,1,2015-05-16 00:15:23+00:00,
MESOS-2689,1,2015-05-14 02:21:46+00:00,
MESOS-2665,1,2015-06-04 00:40:34+00:00,
MESOS-2652,1,2015-05-29 21:35:33+00:00,
MESOS-2651,1,2015-06-05 00:10:04+00:00,
MESOS-2650,1,2015-06-05 17:23:32+00:00,
MESOS-2649,1,2015-05-22 21:38:40+00:00,
MESOS-2631,1,2015-06-05 07:46:16+00:00,
MESOS-2630,1,2015-06-05 07:46:50+00:00,
MESOS-2629,1,2015-06-02 10:28:21+00:00,
MESOS-2615,1,2015-06-05 22:52:49+00:00,
MESOS-2613,1,2015-10-13 07:47:06+00:00,
MESOS-2607,1,2015-06-05 20:53:26+00:00,
MESOS-2600,1,2015-09-09 23:14:27+00:00,
MESOS-2596,1,2015-05-29 16:51:32+00:00,
MESOS-2591,1,2015-05-11 18:15:51+00:00,
MESOS-2582,1,2015-07-24 10:22:57+00:00,
MESOS-2581,1,2015-04-23 23:09:23+00:00,
MESOS-2579,1,2015-05-12 21:52:58+00:00,
MESOS-2573,1,2015-04-10 22:37:08+00:00,
MESOS-2562,1,2015-09-05 00:09:38+00:00,
MESOS-2551,1,2015-07-13 18:41:11+00:00,
MESOS-2519,1,2015-06-15 22:44:27+00:00,
MESOS-2500,1,2015-06-16 09:17:36+00:00,
MESOS-2497,1,2015-08-13 19:09:42+00:00,
MESOS-2491,1,2015-05-13 21:09:22+00:00,
MESOS-2489,1,2015-05-12 20:40:40+00:00,
MESOS-2485,1,2015-05-14 00:01:31+00:00,
MESOS-2476,1,2015-05-12 20:41:18+00:00,
MESOS-2475,1,2015-05-12 20:41:07+00:00,
MESOS-2467,1,2015-11-09 18:29:52+00:00,
MESOS-2466,1,2015-09-04 17:03:42+00:00,
MESOS-2455,1,2015-11-27 01:49:18+00:00,
MESOS-2438,1,2015-03-31 00:15:12+00:00,
MESOS-2422,1,2015-06-02 04:19:16+00:00,
MESOS-2408,1,2016-03-28 20:01:08+00:00,
MESOS-2404,1,2015-04-10 21:57:29+00:00,
MESOS-2402,1,2015-07-13 18:41:11+00:00,
MESOS-2373,1,2015-05-13 23:03:56+00:00,
MESOS-2372,1,2016-03-21 23:01:42+00:00,
MESOS-2367,1,2015-04-24 23:38:08+00:00,
MESOS-2353,1,2016-01-15 18:16:22+00:00,
MESOS-2350,1,2015-07-08 21:21:57+00:00,
MESOS-2340,1,2015-06-19 18:39:44+00:00,
MESOS-2337,1,2015-08-05 15:59:28+00:00,
MESOS-2335,1,2015-03-06 16:43:16+00:00,
MESOS-2332,1,2015-06-18 00:18:19+00:00,
MESOS-2294,1,2015-08-07 07:18:25+00:00,
MESOS-2293,1,2015-08-14 16:13:39+00:00,
MESOS-2289,1,2015-03-16 17:07:55+00:00,
MESOS-2275,1,2015-11-23 21:04:12+00:00,
MESOS-2273,1,2015-10-17 20:33:04+00:00,
MESOS-2233,1,2015-04-16 15:49:45+00:00,
MESOS-2228,1,2015-02-14 02:09:02+00:00,
MESOS-2226,1,2015-07-06 16:09:38+00:00,
MESOS-2215,1,2015-05-25 21:44:18+00:00,
