key,rework_nr,created,
TIMOB-17712,1,2014-10-07 16:18:36+00:00,
TIMOB-17712,1,2014-10-13 18:17:18+00:00,
TIMOB-17707,1,2014-09-26 20:15:28+00:00,
TIMOB-17703,1,2014-09-26 23:36:31+00:00,
TIMOB-17699,1,2014-09-26 23:37:24+00:00,
TIMOB-17693,1,2015-10-16 19:17:48+00:00,
TIMOB-17692,1,2014-09-26 20:14:51+00:00,
TIMOB-17691,1,2014-09-26 23:38:04+00:00,
TIMOB-17690,1,2014-09-26 18:37:55+00:00,
TIMOB-17688,1,2014-09-26 18:40:20+00:00,
TIMOB-17684,1,2014-09-26 18:39:02+00:00,
TIMOB-17678,1,2014-09-15 18:52:20+00:00,
TIMOB-17677,1,2014-09-15 18:52:42+00:00,
TIMOB-17676,1,2014-09-16 19:13:29+00:00,
TIMOB-17670,1,2014-09-15 20:20:27+00:00,
TIMOB-17670,1,2014-09-15 20:22:51+00:00,
TIMOB-17670,1,2014-09-26 20:35:07+00:00,
TIMOB-17668,1,2014-09-11 08:05:00+00:00,
TIMOB-17666,1,2014-09-15 18:53:07+00:00,
TIMOB-17665,1,2014-09-22 16:00:02+00:00,
TIMOB-17665,1,2014-09-26 20:16:21+00:00,
TIMOB-17663,1,2014-09-16 14:55:11+00:00,
TIMOB-17663,1,2014-09-19 18:04:11+00:00,
TIMOB-17663,1,2014-09-26 18:27:44+00:00,
TIMOB-17662,1,2014-09-15 16:09:05+00:00,
TIMOB-17662,1,2014-09-16 23:20:35+00:00,
TIMOB-17662,1,2015-01-23 19:27:20+00:00,
TIMOB-17661,1,2014-09-15 16:28:47+00:00,
TIMOB-17658,1,2014-09-15 23:03:41+00:00,
TIMOB-17658,1,2014-09-26 18:39:38+00:00,
TIMOB-17654,1,2014-09-15 18:53:25+00:00,
TIMOB-17651,1,2014-09-09 18:06:59+00:00,
TIMOB-17651,1,2014-09-15 18:53:50+00:00,
TIMOB-17649,1,2014-09-15 18:58:47+00:00,
TIMOB-17648,1,2014-09-15 16:28:28+00:00,
TIMOB-17647,1,2014-09-15 16:10:10+00:00,
TIMOB-17646,1,2014-09-15 16:29:08+00:00,
TIMOB-17645,1,2014-09-15 16:27:05+00:00,
TIMOB-17644,1,2014-09-15 17:33:42+00:00,
TIMOB-17642,1,2014-09-15 16:27:27+00:00,
TIMOB-17641,1,2014-09-15 06:09:10+00:00,
TIMOB-17641,1,2014-09-15 16:10:34+00:00,
TIMOB-17640,1,2014-09-15 16:11:20+00:00,
TIMOB-17638,1,2014-09-15 17:34:42+00:00,
TIMOB-17636,1,2015-01-16 15:46:35+00:00,
TIMOB-17636,1,2015-03-19 20:27:11+00:00,
TIMOB-17634,1,2014-09-15 16:27:57+00:00,
TIMOB-17629,1,2014-09-15 16:17:55+00:00,
TIMOB-17624,1,2014-09-12 22:27:05+00:00,
TIMOB-17624,1,2014-09-15 16:59:28+00:00,
TIMOB-17613,1,2014-09-15 17:36:57+00:00,
TIMOB-17612,1,2015-01-07 19:26:28+00:00,
TIMOB-17605,1,2015-03-19 20:10:47+00:00,
TIMOB-17605,1,2015-07-07 17:38:13+00:00,
TIMOB-17604,1,2014-09-05 11:03:50+00:00,
TIMOB-17604,1,2014-09-09 11:43:22+00:00,
TIMOB-17604,1,2014-09-15 19:00:53+00:00,
TIMOB-17601,1,2014-09-22 17:15:59+00:00,
TIMOB-17601,1,2014-11-19 21:51:22+00:00,
TIMOB-17595,1,2014-09-15 19:01:36+00:00,
TIMOB-17595,1,2015-04-21 09:42:34+00:00,
TIMOB-17585,1,2014-09-15 17:37:22+00:00,
TIMOB-17582,1,2014-11-27 07:15:21+00:00,
TIMOB-17573,1,2015-05-07 13:21:42+00:00,
TIMOB-17573,1,2015-06-01 22:39:37+00:00,
TIMOB-17572,1,2015-06-10 00:09:01+00:00,
TIMOB-17572,1,2015-12-08 06:12:50+00:00,
TIMOB-17565,1,2014-08-29 20:56:43+00:00,
TIMOB-17545,1,2014-09-06 13:50:23+00:00,
TIMOB-17480,1,2014-11-25 18:58:35+00:00,
TIMOB-17478,1,2014-08-27 20:02:48+00:00,
TIMOB-17476,1,2014-08-27 18:08:30+00:00,
TIMOB-17457,1,2014-08-21 20:31:57+00:00,
TIMOB-17456,1,2014-08-22 21:15:52+00:00,
TIMOB-17448,1,2014-08-20 21:36:25+00:00,
TIMOB-17447,1,2014-11-27 05:26:41+00:00,
TIMOB-17418,1,2014-08-20 20:35:37+00:00,
TIMOB-17411,1,2015-02-06 15:13:13+00:00,
TIMOB-17357,1,2014-11-17 22:40:04+00:00,
TIMOB-17281,1,2014-10-27 21:51:57+00:00,
TIMOB-17271,1,2014-09-03 21:37:30+00:00,
TIMOB-17271,1,2014-09-09 16:43:39+00:00,
TIMOB-17271,1,2014-10-13 22:13:46+00:00,
TIMOB-17271,1,2014-10-23 19:23:32+00:00,
TIMOB-17260,1,2014-07-28 17:36:49+00:00,
TIMOB-17143,1,2014-09-19 18:17:32+00:00,
TIMOB-17048,1,2014-08-25 20:40:12+00:00,
TIMOB-17001,1,2014-08-19 06:24:20+00:00,
TIMOB-17001,1,2014-10-27 14:21:49+00:00,
TIMOB-16946,1,2014-12-02 21:16:28+00:00,
TIMOB-16946,1,2015-02-06 18:38:28+00:00,
TIMOB-16882,1,2014-08-19 11:49:47+00:00,
TIMOB-16697,1,2014-12-01 23:33:14+00:00,
TIMOB-16597,1,2014-09-02 17:18:23+00:00,
TIMOB-16593,1,2014-09-18 21:18:40+00:00,
TIMOB-16562,1,2014-08-21 17:44:51+00:00,
TIMOB-16562,1,2014-10-27 18:55:28+00:00,
TIMOB-16426,1,2014-02-09 06:21:43+00:00,
TIMOB-16380,1,2016-03-07 17:01:23+00:00,
TIMOB-16355,1,2016-02-27 14:06:34+00:00,
TIMOB-16355,1,2016-03-10 18:34:27+00:00,
TIMOB-16240,1,2014-11-28 08:14:39+00:00,
TIMOB-16121,1,2014-01-02 18:47:02+00:00,
TIMOB-16121,1,2014-12-01 20:47:08+00:00,
TIMOB-16115,1,2014-07-28 18:31:54+00:00,
TIMOB-16115,1,2014-08-26 14:35:53+00:00,
TIMOB-16115,1,2014-11-25 07:13:17+00:00,
TIMOB-15967,1,2014-07-28 17:40:44+00:00,
TIMOB-15872,1,2014-08-11 19:04:20+00:00,
TIMOB-15805,1,2013-12-06 22:39:04+00:00,
TIMOB-15732,1,2013-11-15 19:41:12+00:00,
TIMOB-15718,1,2013-11-18 22:38:25+00:00,
TIMOB-15716,1,2014-12-10 05:06:02+00:00,
TIMOB-15710,1,2013-10-11 00:09:24+00:00,
TIMOB-15710,1,2013-10-21 19:04:25+00:00,
TIMOB-15710,1,2013-11-11 18:41:22+00:00,
TIMOB-15703,1,2013-11-07 22:50:54+00:00,
TIMOB-15703,1,2013-11-21 00:11:58+00:00,
TIMOB-15612,1,2014-10-16 22:33:09+00:00,
TIMOB-15596,1,2014-11-14 22:43:56+00:00,
TIMOB-15443,1,2014-10-27 15:51:13+00:00,
TIMOB-15118,1,2014-03-25 17:11:08+00:00,
TIMOB-15118,1,2014-03-25 22:54:00+00:00,
TIMOB-15118,1,2014-03-26 17:54:16+00:00,
TIMOB-15118,1,2014-05-12 17:45:03+00:00,
TIMOB-14990,1,2013-09-04 18:10:25+00:00,
TIMOB-14990,1,2013-09-17 18:39:02+00:00,
TIMOB-14963,1,2014-07-02 08:59:38+00:00,
TIMOB-14806,1,2013-10-23 10:41:06+00:00,
TIMOB-14806,1,2013-11-18 23:21:26+00:00,
TIMOB-14806,1,2014-02-13 21:25:14+00:00,
TIMOB-14799,1,2014-08-13 16:51:54+00:00,
TIMOB-14799,1,2014-08-14 16:11:09+00:00,
