key,delay_nr,fields.resolutiondate,
DNN-7887,1,2015-11-06 19:54:34+00:00,
DNN-7886,1,2016-01-09 20:12:14+00:00,
DNN-7875,1,2015-11-10 00:26:46+00:00,
DNN-7872,1,2015-11-06 01:14:23+00:00,
DNN-7857,1,2016-02-18 08:45:28+00:00,
DNN-7855,1,2015-12-18 18:04:50+00:00,
DNN-7831,1,2015-11-09 16:25:45+00:00,
DNN-7819,1,2015-11-02 19:17:03+00:00,
DNN-7811,1,2015-11-17 23:20:50+00:00,
DNN-7809,1,2015-12-30 22:12:32+00:00,
DNN-7808,1,2015-11-09 09:53:53+00:00,
DNN-7782,1,2016-02-02 03:29:20+00:00,
DNN-7778,1,2015-11-24 17:33:19+00:00,
DNN-7772,1,2016-04-05 12:10:58+00:00,
DNN-7770,1,2015-12-18 16:58:06+00:00,
DNN-7769,1,2016-01-06 18:43:33+00:00,
DNN-7761,1,2015-11-04 21:24:06+00:00,
DNN-7760,1,2015-10-29 14:38:48+00:00,
DNN-7750,1,2015-11-02 12:50:23+00:00,
DNN-7739,1,2015-11-09 14:39:54+00:00,
DNN-7737,1,2015-10-30 11:23:31+00:00,
DNN-7731,1,2015-12-31 22:18:21+00:00,
DNN-7718,1,2016-02-19 18:01:08+00:00,
DNN-7688,1,2015-10-23 22:10:45+00:00,
DNN-7677,1,2015-11-25 10:31:38+00:00,
DNN-7671,1,2015-12-29 20:27:44+00:00,
DNN-7667,1,2015-11-12 14:31:44+00:00,
DNN-7659,1,2016-02-24 18:47:01+00:00,
DNN-7634,1,2015-11-02 03:58:55+00:00,
DNN-7627,1,2015-10-28 17:28:13+00:00,
DNN-7623,1,2016-03-11 22:57:14+00:00,
DNN-7619,1,2016-01-14 20:32:00+00:00,
DNN-7617,1,2015-11-05 00:10:29+00:00,
DNN-7616,1,2015-10-19 22:17:47+00:00,
DNN-7614,1,2015-11-27 20:41:54+00:00,
DNN-7610,1,2015-10-28 21:54:15+00:00,
DNN-7609,1,2015-10-15 22:51:14+00:00,
DNN-7608,1,2015-10-26 22:28:38+00:00,
DNN-7600,1,2016-01-14 20:31:51+00:00,
DNN-7589,1,2015-10-27 00:12:50+00:00,
DNN-7576,1,2015-09-17 16:24:15+00:00,
DNN-7573,1,2015-09-17 21:15:14+00:00,
DNN-7570,1,2016-01-06 22:37:21+00:00,
DNN-7569,1,2015-11-03 19:24:15+00:00,
DNN-7568,1,2015-11-03 19:21:25+00:00,
DNN-7567,1,2015-11-09 12:54:39+00:00,
DNN-7565,1,2015-11-05 00:17:47+00:00,
DNN-7555,1,2015-10-01 18:01:54+00:00,
DNN-7550,1,2015-09-24 23:50:22+00:00,
DNN-7548,1,2015-10-26 21:57:03+00:00,
DNN-7536,1,2015-11-27 17:29:52+00:00,
DNN-7531,1,2016-01-28 14:57:04+00:00,
DNN-7523,1,2015-11-30 16:18:35+00:00,
DNN-7505,1,2015-12-30 20:16:19+00:00,
DNN-7502,1,2015-09-03 15:01:15+00:00,
DNN-7487,1,2015-10-08 22:53:19+00:00,
DNN-7485,1,2015-11-02 23:53:06+00:00,
DNN-7481,1,2015-11-06 00:14:10+00:00,
DNN-7480,1,2015-11-06 02:17:02+00:00,
DNN-7479,1,2015-10-09 22:25:23+00:00,
DNN-7478,1,2015-10-22 23:20:32+00:00,
DNN-7477,1,2015-11-06 00:14:01+00:00,
DNN-7476,1,2015-11-06 00:17:40+00:00,
DNN-7475,1,2015-11-06 00:21:39+00:00,
DNN-7461,1,2016-02-01 19:45:24+00:00,
DNN-7440,1,2016-01-21 19:48:07+00:00,
DNN-7438,1,2015-10-27 00:15:32+00:00,
DNN-7426,1,2015-10-13 22:39:22+00:00,
DNN-7423,1,2015-09-01 16:09:44+00:00,
DNN-7421,1,2015-10-08 22:14:23+00:00,
DNN-7415,1,2015-10-22 15:19:42+00:00,
DNN-7414,1,2015-08-31 20:38:53+00:00,
DNN-7410,1,2015-11-19 12:15:18+00:00,
DNN-7398,1,2015-08-22 21:31:01+00:00,
DNN-7383,1,2015-10-22 00:52:23+00:00,
DNN-7382,1,2016-03-06 18:29:15+00:00,
DNN-7381,1,2015-11-26 12:48:01+00:00,
DNN-7378,1,2015-10-26 22:26:35+00:00,
DNN-7377,1,2015-10-30 10:13:21+00:00,
DNN-7366,1,2015-10-26 22:31:20+00:00,
DNN-7333,1,2016-02-04 15:12:36+00:00,
DNN-7322,1,2015-10-29 22:31:32+00:00,
DNN-7321,1,2015-10-29 22:41:52+00:00,
DNN-7320,1,2015-11-03 00:07:53+00:00,
DNN-7317,1,2015-10-27 23:50:01+00:00,
DNN-7316,1,2015-10-20 09:18:21+00:00,
DNN-7302,1,2015-10-15 22:53:00+00:00,
DNN-7299,1,2015-11-24 10:11:23+00:00,
DNN-7297,1,2016-02-03 23:46:59+00:00,
DNN-7287,1,2016-03-07 03:22:34+00:00,
DNN-7279,1,2015-10-27 01:37:18+00:00,
DNN-7278,1,2015-09-24 18:18:52+00:00,
DNN-7276,1,2015-10-28 21:50:27+00:00,
DNN-7273,1,2015-10-19 15:34:19+00:00,
DNN-7252,1,2015-08-27 19:09:03+00:00,
DNN-7251,1,2015-10-26 18:01:44+00:00,
DNN-7249,1,2015-10-26 22:05:54+00:00,
DNN-7237,1,2015-12-24 11:48:36+00:00,
DNN-7231,1,2015-11-02 15:53:58+00:00,
DNN-7227,1,2015-07-16 21:22:29+00:00,
DNN-7226,1,2015-07-16 23:59:38+00:00,
DNN-7218,1,2015-07-21 21:38:57+00:00,
DNN-7216,1,2015-07-27 22:52:32+00:00,
DNN-7213,1,2016-02-25 00:57:05+00:00,
DNN-7207,1,2015-07-14 18:14:55+00:00,
DNN-7205,1,2015-12-16 22:58:55+00:00,
DNN-7198,1,2015-11-18 12:41:38+00:00,
DNN-7197,1,2015-11-04 23:57:16+00:00,
DNN-7195,1,2015-11-06 00:53:54+00:00,
DNN-7194,1,2015-07-17 23:47:10+00:00,
DNN-7190,1,2015-11-09 18:47:52+00:00,
DNN-7177,1,2015-12-10 09:01:59+00:00,
DNN-7169,1,2015-12-17 01:54:08+00:00,
DNN-7164,1,2015-11-20 01:31:34+00:00,
DNN-7163,1,2015-11-13 17:53:51+00:00,
DNN-7162,1,2015-11-05 11:39:32+00:00,
DNN-7160,1,2015-11-17 17:47:18+00:00,
DNN-7158,1,2015-11-17 17:48:53+00:00,
DNN-7153,1,2015-11-16 16:03:44+00:00,
DNN-7147,1,2015-11-03 20:21:56+00:00,
DNN-7142,1,2015-10-26 17:50:14+00:00,
DNN-7141,1,2015-11-19 10:59:28+00:00,
DNN-7138,1,2015-12-23 22:14:48+00:00,
DNN-7136,1,2015-11-04 14:07:05+00:00,
DNN-7135,1,2015-11-23 16:04:57+00:00,
DNN-7131,1,2015-11-02 12:11:20+00:00,
DNN-7122,1,2015-07-10 17:18:58+00:00,
DNN-7108,1,2016-02-16 21:35:58+00:00,
DNN-7107,1,2015-11-12 17:34:31+00:00,
DNN-7104,1,2015-11-25 19:50:10+00:00,
DNN-7102,1,2015-11-26 17:22:26+00:00,
DNN-7085,1,2015-07-15 16:57:00+00:00,
DNN-7071,1,2015-10-30 23:12:59+00:00,
DNN-7066,1,2016-02-19 00:34:51+00:00,
DNN-7061,1,2015-08-06 21:13:00+00:00,
DNN-7045,1,2015-07-22 11:11:32+00:00,
DNN-7029,1,2015-11-24 11:05:59+00:00,
DNN-7016,1,2015-05-20 17:09:50+00:00,
DNN-7015,1,2015-05-20 17:18:33+00:00,
DNN-7014,1,2015-05-20 16:55:13+00:00,
DNN-7006,1,2016-01-22 01:51:11+00:00,
DNN-7003,1,2015-05-19 15:55:26+00:00,
DNN-6998,1,2015-07-22 16:44:35+00:00,
DNN-6997,1,2015-07-17 19:19:05+00:00,
DNN-6996,1,2015-06-18 20:39:14+00:00,
DNN-6995,1,2015-06-17 23:37:33+00:00,
DNN-6994,1,2015-12-28 21:19:39+00:00,
DNN-6976,1,2015-05-08 15:38:19+00:00,
DNN-6974,1,2016-03-07 18:30:45+00:00,
DNN-6970,1,2016-02-04 01:55:02+00:00,
DNN-6966,1,2015-05-08 23:24:27+00:00,
DNN-6948,1,2015-05-19 18:06:05+00:00,
DNN-6945,1,2015-06-02 14:11:37+00:00,
DNN-6941,1,2015-10-09 22:05:19+00:00,
DNN-6940,1,2015-07-21 21:24:53+00:00,
DNN-6939,1,2015-10-26 23:55:38+00:00,
DNN-6938,1,2015-07-21 21:37:27+00:00,
DNN-6937,1,2015-07-17 23:06:55+00:00,
DNN-6936,1,2015-07-17 00:01:35+00:00,
DNN-6935,1,2015-05-13 16:51:50+00:00,
DNN-6932,1,2015-07-17 23:48:21+00:00,
DNN-6931,1,2015-07-17 23:44:47+00:00,
DNN-6930,1,2015-07-17 18:55:07+00:00,
DNN-6929,1,2015-07-16 23:40:43+00:00,
DNN-6928,1,2015-05-13 16:52:14+00:00,
DNN-6927,1,2015-07-22 22:35:32+00:00,
DNN-6919,1,2015-07-14 15:05:18+00:00,
DNN-6918,1,2016-01-21 12:07:39+00:00,
DNN-6891,1,2015-05-01 13:33:08+00:00,
DNN-6835,1,2015-12-11 23:42:49+00:00,
DNN-6826,1,2016-02-04 01:03:24+00:00,
DNN-6819,1,2016-02-19 17:31:52+00:00,
DNN-6809,1,2015-11-26 16:24:22+00:00,
DNN-6803,1,2015-10-16 02:11:42+00:00,
DNN-6801,1,2015-11-28 01:18:04+00:00,
DNN-6800,1,2016-02-03 21:52:28+00:00,
DNN-6792,1,2015-12-04 01:11:02+00:00,
DNN-6790,1,2015-12-04 01:10:41+00:00,
DNN-6789,1,2015-04-13 20:40:56+00:00,
DNN-6787,1,2015-04-30 20:39:49+00:00,
DNN-6784,1,2015-04-13 20:41:10+00:00,
DNN-6783,1,2015-04-13 20:18:41+00:00,
DNN-6782,1,2015-04-13 20:31:19+00:00,
DNN-6778,1,2015-04-06 16:47:02+00:00,
DNN-6772,1,2015-04-06 16:49:14+00:00,
DNN-6761,1,2016-02-23 21:28:48+00:00,
DNN-6751,1,2015-12-21 21:38:16+00:00,
DNN-6750,1,2016-01-21 19:53:56+00:00,
DNN-6746,1,2016-01-28 18:43:49+00:00,
DNN-6720,1,2015-12-04 01:10:18+00:00,
DNN-6719,1,2015-11-24 17:18:30+00:00,
DNN-6713,1,2015-03-27 22:22:00+00:00,
DNN-6701,1,2016-02-24 22:48:52+00:00,
DNN-6699,1,2015-03-27 22:20:38+00:00,
DNN-6691,1,2015-03-10 12:14:29+00:00,
DNN-6690,1,2015-03-09 22:45:58+00:00,
DNN-6667,1,2015-12-08 00:15:19+00:00,
DNN-6654,1,2015-03-27 22:21:52+00:00,
DNN-6653,1,2015-03-27 22:21:43+00:00,
DNN-6637,1,2015-11-16 22:15:38+00:00,
DNN-6630,1,2015-12-01 09:55:10+00:00,
DNN-6629,1,2015-10-26 22:25:50+00:00,
DNN-6618,1,2015-11-10 00:29:25+00:00,
DNN-6578,1,2016-02-04 08:37:33+00:00,
DNN-6548,1,2016-04-12 23:07:03+00:00,
DNN-6545,1,2016-03-04 01:18:22+00:00,
DNN-6531,1,2016-01-22 03:51:53+00:00,
DNN-6515,1,2015-11-24 17:33:43+00:00,
DNN-6508,1,2016-03-08 19:22:21+00:00,
DNN-6506,1,2015-12-29 16:54:49+00:00,
DNN-6488,1,2015-11-24 16:48:32+00:00,
DNN-6468,1,2016-02-22 23:21:23+00:00,
DNN-6466,1,2015-04-15 17:15:55+00:00,
DNN-6430,1,2015-05-06 01:29:50+00:00,
DNN-6402,1,2015-04-07 21:17:24+00:00,
DNN-6399,1,2015-04-07 23:20:20+00:00,
DNN-6396,1,2016-01-21 16:26:40+00:00,
DNN-6383,1,2015-01-08 14:36:34+00:00,
DNN-6380,1,2015-11-03 00:14:57+00:00,
DNN-6370,1,2015-01-07 04:37:47+00:00,
DNN-6362,1,2015-08-12 18:04:44+00:00,
DNN-6330,1,2015-07-23 12:03:15+00:00,
DNN-6311,1,2015-12-09 23:29:55+00:00,
DNN-6308,1,2015-03-23 21:40:57+00:00,
DNN-6293,1,2015-03-12 21:21:06+00:00,
DNN-6272,1,2015-03-27 01:28:54+00:00,
DNN-6254,1,2014-12-29 17:27:26+00:00,
DNN-6224,1,2014-12-17 16:46:02+00:00,
DNN-6216,1,2014-12-09 22:07:19+00:00,
DNN-6189,1,2015-01-06 01:39:21+00:00,
DNN-6179,1,2014-12-04 17:52:58+00:00,
DNN-6168,1,2014-12-11 21:40:20+00:00,
DNN-6121,1,2015-03-04 03:33:34+00:00,
DNN-6104,1,2015-04-10 22:38:47+00:00,
DNN-6082,1,2014-11-18 23:27:45+00:00,
DNN-6072,1,2014-11-12 20:24:52+00:00,
DNN-6062,1,2014-11-10 17:53:53+00:00,
DNN-6040,1,2015-11-04 20:19:47+00:00,
DNN-6024,1,2014-12-17 23:00:08+00:00,
DNN-5992,1,2014-10-20 08:12:41+00:00,
DNN-5990,1,2014-10-21 09:14:50+00:00,
DNN-5989,1,2014-11-19 11:50:56+00:00,
DNN-5978,1,2016-03-07 01:12:09+00:00,
DNN-5957,1,2014-10-06 17:24:21+00:00,
DNN-5919,1,2016-02-24 00:17:28+00:00,
DNN-5824,1,2016-01-18 21:24:12+00:00,
DNN-5805,1,2014-09-03 11:58:59+00:00,
DNN-5779,1,2014-09-16 13:42:30+00:00,
DNN-5770,1,2014-11-04 03:54:15+00:00,
DNN-5745,1,2016-01-19 18:13:43+00:00,
DNN-5737,1,2016-01-22 01:49:27+00:00,
DNN-5711,1,2014-09-16 15:48:37+00:00,
DNN-5710,1,2014-09-16 15:48:25+00:00,
DNN-5646,1,2016-02-15 08:13:54+00:00,
DNN-5633,1,2014-07-28 14:35:51+00:00,
DNN-5624,1,2014-07-17 23:53:01+00:00,
DNN-5594,1,2016-03-07 01:26:06+00:00,
DNN-5572,1,2014-07-18 01:39:18+00:00,
DNN-5548,1,2015-12-31 12:27:04+00:00,
DNN-5542,1,2014-09-11 01:16:13+00:00,
DNN-5494,1,2014-07-24 03:06:00+00:00,
DNN-5483,1,2014-09-30 23:27:15+00:00,
DNN-5441,1,2014-07-18 01:02:15+00:00,
DNN-5436,1,2014-06-24 01:03:39+00:00,
DNN-5394,1,2015-01-06 17:56:18+00:00,
DNN-5379,1,2014-09-25 18:53:27+00:00,
DNN-5327,1,2014-06-17 06:02:47+00:00,
DNN-5258,1,2014-05-21 16:17:39+00:00,
DNN-5234,1,2014-05-19 04:27:17+00:00,
DNN-5230,1,2014-04-23 09:43:27+00:00,
DNN-5228,1,2014-04-24 15:07:55+00:00,
DNN-5216,1,2014-04-24 15:12:43+00:00,
DNN-5212,1,2014-04-23 14:10:38+00:00,
DNN-5210,1,2014-04-23 16:26:47+00:00,
DNN-5201,1,2014-04-28 23:02:00+00:00,
DNN-5193,1,2014-05-13 21:28:52+00:00,
DNN-5181,1,2014-04-23 16:30:10+00:00,
DNN-5177,1,2014-05-07 23:06:08+00:00,
DNN-5176,1,2014-04-24 23:33:53+00:00,
DNN-5174,1,2014-04-23 16:27:56+00:00,
DNN-5173,1,2014-04-24 15:49:52+00:00,
DNN-5171,1,2014-05-13 06:33:29+00:00,
DNN-5166,1,2014-11-25 15:48:37+00:00,
DNN-5164,1,2014-04-28 11:37:13+00:00,
DNN-5159,1,2014-04-25 16:24:18+00:00,
DNN-5158,1,2014-04-30 20:06:57+00:00,
DNN-5147,1,2016-01-27 16:50:14+00:00,
DNN-5127,1,2014-04-25 06:08:31+00:00,
DNN-5124,1,2015-11-25 19:10:28+00:00,
DNN-5121,1,2014-04-23 12:08:38+00:00,
DNN-5119,1,2014-04-15 18:26:14+00:00,
DNN-5118,1,2014-05-14 11:23:38+00:00,
DNN-5117,1,2014-04-09 16:31:00+00:00,
DNN-5081,1,2014-05-06 18:11:03+00:00,
DNN-5080,1,2014-04-09 16:30:13+00:00,
DNN-5055,1,2014-12-12 05:22:05+00:00,
DNN-5040,1,2015-12-14 01:57:00+00:00,
DNN-5007,1,2014-06-03 09:56:33+00:00,
DNN-5002,1,2014-05-20 17:42:35+00:00,
DNN-5000,1,2014-05-15 20:58:56+00:00,
DNN-4999,1,2014-04-21 19:36:58+00:00,
DNN-4998,1,2014-04-23 23:29:44+00:00,
DNN-4996,1,2014-05-02 19:26:47+00:00,
DNN-4985,1,2014-05-13 15:10:03+00:00,
DNN-4981,1,2015-04-09 21:22:07+00:00,
DNN-4970,1,2014-03-12 16:45:57+00:00,
DNN-4966,1,2014-03-27 10:51:38+00:00,
DNN-4961,1,2014-04-07 18:15:58+00:00,
DNN-4946,1,2014-04-08 21:25:51+00:00,
DNN-4911,1,2014-05-07 04:33:10+00:00,
DNN-4910,1,2014-03-19 00:08:34+00:00,
DNN-4906,1,2014-03-21 21:21:31+00:00,
DNN-4890,1,2014-07-23 15:43:56+00:00,
DNN-4869,1,2014-04-01 05:33:23+00:00,
DNN-4853,1,2015-12-01 09:22:45+00:00,
DNN-4827,1,2014-03-12 04:12:31+00:00,
DNN-4823,1,2014-03-21 16:20:54+00:00,
DNN-4818,1,2014-06-17 06:48:15+00:00,
DNN-4806,1,2014-04-23 15:06:12+00:00,
DNN-4792,1,2016-01-05 21:53:42+00:00,
DNN-4786,1,2014-04-23 18:21:31+00:00,
DNN-4780,1,2015-12-29 18:03:14+00:00,
DNN-4733,1,2014-01-28 16:50:55+00:00,
DNN-4714,1,2014-05-20 17:07:58+00:00,
DNN-4681,1,2015-01-31 01:41:34+00:00,
DNN-4679,1,2015-03-18 15:50:13+00:00,
DNN-4664,1,2014-02-11 02:06:35+00:00,
DNN-4650,1,2014-01-14 22:07:28+00:00,
DNN-4644,1,2014-02-25 01:46:16+00:00,
DNN-4603,1,2015-12-29 16:56:33+00:00,
DNN-4602,1,2014-02-12 19:10:23+00:00,
DNN-4601,1,2014-02-18 16:01:39+00:00,
DNN-4591,1,2014-04-11 09:01:08+00:00,
DNN-4590,1,2015-03-19 23:55:22+00:00,
DNN-4588,1,2014-02-18 06:46:12+00:00,
DNN-4563,1,2016-02-02 01:34:29+00:00,
DNN-4562,1,2016-01-20 19:11:51+00:00,
DNN-4544,1,2016-01-18 17:45:03+00:00,
DNN-4539,1,2014-02-04 16:40:51+00:00,
DNN-4538,1,2014-01-29 23:26:31+00:00,
DNN-4516,1,2014-01-27 19:41:40+00:00,
DNN-4489,1,2014-05-19 09:24:12+00:00,
DNN-4479,1,2014-03-05 06:16:24+00:00,
DNN-4453,1,2014-02-08 14:33:17+00:00,
DNN-4445,1,2014-01-23 19:07:34+00:00,
DNN-4435,1,2014-01-24 18:16:58+00:00,
DNN-4384,1,2014-03-27 23:01:08+00:00,
DNN-4380,1,2014-01-15 12:23:57+00:00,
DNN-4379,1,2014-01-14 16:52:15+00:00,
DNN-4378,1,2014-03-06 23:28:25+00:00,
DNN-4376,1,2014-03-06 23:29:19+00:00,
DNN-4373,1,2014-02-04 16:13:15+00:00,
DNN-4367,1,2014-01-07 21:29:05+00:00,
DNN-4366,1,2014-01-07 22:18:05+00:00,
DNN-4358,1,2014-01-23 19:17:18+00:00,
DNN-4308,1,2014-01-09 01:43:02+00:00,
DNN-4284,1,2014-04-01 23:30:34+00:00,
DNN-4279,1,2014-01-08 15:13:08+00:00,
DNN-4272,1,2014-02-26 04:18:53+00:00,
DNN-4267,1,2013-12-17 21:43:27+00:00,
DNN-4241,1,2014-02-17 23:24:12+00:00,
DNN-4209,1,2014-01-24 01:22:52+00:00,
DNN-4160,1,2015-03-26 20:17:02+00:00,
DNN-4146,1,2014-01-02 22:10:52+00:00,
DNN-4141,1,2014-04-04 21:20:27+00:00,
DNN-4106,1,2014-01-14 21:55:07+00:00,
DNN-4104,1,2013-12-13 15:02:56+00:00,
DNN-4093,1,2014-01-03 18:57:08+00:00,
DNN-4084,1,2014-06-17 11:36:36+00:00,
DNN-4078,1,2013-12-17 16:23:01+00:00,
DNN-4077,1,2014-01-29 21:29:34+00:00,
DNN-4075,1,2014-01-31 22:59:47+00:00,
DNN-4063,1,2014-01-23 01:17:13+00:00,
DNN-4056,1,2013-11-18 00:54:30+00:00,
DNN-4051,1,2013-11-28 04:49:14+00:00,
DNN-4040,1,2013-11-13 04:18:47+00:00,
DNN-4037,1,2013-11-20 04:00:42+00:00,
DNN-4029,1,2013-11-19 11:40:42+00:00,
DNN-4025,1,2013-11-25 00:53:35+00:00,
DNN-4015,1,2015-09-18 16:38:52+00:00,
DNN-4013,1,2014-04-04 06:06:58+00:00,
DNN-4004,1,2013-10-30 23:52:41+00:00,
DNN-3987,1,2014-04-30 19:31:59+00:00,
DNN-3978,1,2016-01-18 17:29:31+00:00,
DNN-3977,1,2015-11-27 11:19:29+00:00,
DNN-3939,1,2014-01-06 22:26:51+00:00,
DNN-3903,1,2014-07-03 03:03:07+00:00,
DNN-3896,1,2014-07-18 17:30:04+00:00,
DNN-3825,1,2013-10-28 06:53:36+00:00,
DNN-3824,1,2013-10-14 07:23:43+00:00,
DNN-3820,1,2013-11-05 23:53:47+00:00,
DNN-3817,1,2013-10-09 18:11:36+00:00,
DNN-3813,1,2013-10-10 10:58:45+00:00,
DNN-3803,1,2015-12-31 01:16:49+00:00,
DNN-3800,1,2013-10-29 00:54:24+00:00,
