"Document project build path architecture We may want to discuss how items in project build paths should be handled Ideally, each library is indexed only once regardless of how many projects reference it Metadata should be handled with the same system This may allow metadata files to auto update on changes instead of relying on the JS index version number we maintain manually right now Then again, changes to the structure of the index content will still require a version number change",APSTUD-4795,
Remove deprecated references to We replaced the individual logError calls in plugins with calls to IdeLog.logError . Some of the deprecated original calls still remain in the ScriptingActivator plugin.,APSTUD-4850,
Need ability to specify JSLint settings on a global level ,APSTUD-4883,
Provide preference to customize when syntax highlighting is disabled after some characters On PHP editor the syntax highlighting disappears after some characters making all text white I suppose the default text color . Bug happens with any themes. Bug happens with without word wrap.,APSTUD-4902,
"Add portal controller to return the currently active perspective Related to APSTUD 4799, this would be a call to return the currently active perspective.",APSTUD-4912,
"Add trace level logging for indexing files In Aptana Studio, we have various complains about how long it takes for Studio to index a set of files. Suggest adding trace level logging for users to be able to turn on off additional information about how long indexing is taking.",APSTUD-4939,
Create Jenkins build An analogue of Runs the script Users will need to read the console log to copy the routes into ,APSTUD-7238,
"Git tag Aptana Studio builds on push to stable Related to APSTUD 7238. As part of that build, before the push Find the version in the version.txt file See if that git tag has not already been created. If not, create a new tag of the form vX.X.X.XXXXX note the additional v at the front Push the tag to the following repos studio3 studio3 rcp studio3 php studio3 ruby Pydev libraries com swt webkit aptana .ruble",APSTUD-7239,
Create Jenkins build This makes the latest version of Rubles available to all Studio users. This runs two git commands as part of the build script Merge all aptana .ruble projects from the master to the stable branch Push the results back to Github,APSTUD-7240,
"Install and configure Build Pipeline plugin on Jenkins This will give an overview of what it takes to build the product and watch its progress Install the build plugin Configure it based on the studio3 build for master, release and development.",APSTUD-7242,
"Test latest CEF version on Linux Before adopting a newer version of CEF, we need to test whether it will fix the current issues. This can be done independent of Studio. The following steps should be used Pull CEF Chromium code Run to create the project Run make j4 cefclient BUILDTYPE Release to build the project Launch the generated executable",APSTUD-7297,
"Create an extension point to hook into the project creation process We need a hook into the project creation process to allow post project operations. Currently, we need the following for the extension point Listener for project creation Scoped to project nature Prioritized so that multiple listeners will be performed in proper order",APSTUD-7320,
