key,quality,
MESOS-4284,0.6666666666666667,
MESOS-3348,1.0,
MESOS-3212,1.0,
MESOS-3211,1.0,
MESOS-3154,1.0,
MESOS-3135,1.0,
MESOS-2939,0.38888888888888895,
MESOS-2860,1.0,
MESOS-2746,1.0,
MESOS-2651,1.0,
MESOS-2551,0.6666666666666667,
MESOS-1830,1.0,
MESOS-1765,0.5555555555555556,
MESOS-343,1.0,
