key,quality,fields.created,
TIMOB-23148,0.6666666666666667,2016-04-05T12:22:32.000+0000,
TIMOB-20607,0.8333333333333334,2016-03-21T13:41:02.000+0000,
TIMOB-20505,0.8333333333333334,2016-03-03T05:26:41.000+0000,
TIMOB-20496,0.8333333333333334,2016-03-02T02:20:11.000+0000,
TIMOB-20442,0.8333333333333334,2016-02-23T07:51:39.000+0000,
TIMOB-20424,0.8333333333333334,2016-02-18T08:17:21.000+0000,
TIMOB-20413,0.6666666666666667,2016-02-17T04:35:48.000+0000,
TIMOB-20329,0.8333333333333334,2016-02-04T03:56:41.000+0000,
TIMOB-20316,0.8333333333333334,2016-02-02T17:51:50.000+0000,
TIMOB-20300,0.8333333333333334,2016-02-02T00:21:35.000+0000,
TIMOB-20277,0.8333333333333334,2016-01-27T21:51:37.000+0000,
TIMOB-20263,0.8333333333333334,2016-01-21T17:10:48.000+0000,
TIMOB-20256,0.6666666666666667,2016-01-20T12:37:37.000+0000,
TIMOB-20228,0.8333333333333334,2016-01-13T06:00:35.000+0000,
TIMOB-20224,0.6666666666666667,2016-01-12T07:58:33.000+0000,
TIMOB-20205,0.6666666666666667,2016-01-07T05:01:37.000+0000,
TIMOB-20202,0.8333333333333334,2016-01-06T16:20:18.000+0000,
TIMOB-20201,0.8333333333333334,2016-01-06T04:37:00.000+0000,
TIMOB-20185,0.6666666666666667,2016-01-04T00:26:51.000+0000,
TIMOB-20164,0.6666666666666667,2015-12-21T21:01:10.000+0000,
TIMOB-20159,0.8333333333333334,2015-12-21T16:16:15.000+0000,
TIMOB-20158,0.8333333333333334,2015-12-21T14:36:49.000+0000,
TIMOB-20086,0.8333333333333334,2015-12-02T14:05:36.000+0000,
TIMOB-20068,0.8333333333333334,2015-09-02T14:37:50.000+0000,
TIMOB-20064,0.8333333333333334,2015-11-25T18:56:53.000+0000,
TIMOB-20051,0.8333333333333334,2015-11-23T15:48:32.000+0000,
TIMOB-20050,0.6666666666666667,2015-11-23T15:45:21.000+0000,
TIMOB-20049,0.8333333333333334,2015-11-23T15:44:50.000+0000,
TIMOB-19997,0.8333333333333334,2015-11-17T03:30:30.000+0000,
TIMOB-19867,0.6666666666666667,2015-11-04T14:45:36.000+0000,
TIMOB-19865,0.8333333333333334,2015-11-04T09:41:33.000+0000,
TIMOB-19804,0.8333333333333334,2015-10-27T14:00:24.000+0000,
TIMOB-19795,0.8333333333333334,2015-10-26T14:50:25.000+0000,
TIMOB-19793,0.8333333333333334,2015-10-26T14:47:29.000+0000,
TIMOB-19791,0.8333333333333334,2015-10-26T14:37:51.000+0000,
TIMOB-19789,0.6666666666666667,2015-10-26T12:45:18.000+0000,
TIMOB-19773,0.6666666666666667,2015-10-23T06:24:34.000+0000,
